dex,pokemon_id,pokemon,base_attack,base_defense,base_stamina,types,fast_moves,charged_moves,elite_moves,legacy_moves,buddy_distance,third_move_cost,released,family_id,evolutions,parent,tags
450,hippowdon_shadow,Hippowdon (Shadow),201,191,239,"['ground', 'none']","['BITE', 'FIRE_FANG', 'THUNDER_FANG', 'ICE_FANG', 'SAND_ATTACK']","['BODY_SLAM', 'EARTHQUAKE', 'STONE_EDGE', 'EARTH_POWER', 'WEATHER_BALL_ROCK', 'SCORCHING_SANDS', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_HIPPOPOTAS,nan,hippopotas_shadow,['shadow']
451,skorupi,Skorupi,93,151,120,"['poison', 'bug']","['INFESTATION', 'POISON_STING']","['AQUA_TAIL', 'CROSS_POISON', 'SLUDGE_BOMB', 'RETURN']",nan,nan,5.0,75000,True,FAMILY_SKORUPI,['drapion'],,['shadoweligible']
451,skorupi_shadow,Skorupi (Shadow),93,151,120,"['poison', 'bug']","['INFESTATION', 'POISON_STING']","['AQUA_TAIL', 'CROSS_POISON', 'SLUDGE_BOMB', 'FRUSTRATION']",nan,nan,5.0,75000,True,FAMILY_SKORUPI,['drapion_shadow'],,['shadow']
452,drapion,Drapion,180,202,172,"['poison', 'dark']","['BITE', 'INFESTATION', 'POISON_STING', 'ICE_FANG']","['AQUA_TAIL', 'CRUNCH', 'SLUDGE_BOMB', 'FELL_STINGER', 'RETURN']",nan,nan,5.0,75000,True,FAMILY_SKORUPI,nan,skorupi,['shadoweligible']
452,drapion_shadow,Drapion (Shadow),180,202,172,"['poison', 'dark']","['BITE', 'INFESTATION', 'POISON_STING', 'ICE_FANG']","['AQUA_TAIL', 'CRUNCH', 'SLUDGE_BOMB', 'FELL_STINGER', 'FRUSTRATION']",nan,nan,5.0,75000,True,FAMILY_SKORUPI,nan,skorupi_shadow,['shadow']
453,croagunk,Croagunk,116,76,134,"['poison', 'fighting']","['POISON_JAB', 'POISON_STING', 'MUD_SHOT']","['BRICK_BREAK', 'LOW_SWEEP', 'SLUDGE_BOMB', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_CROAGUNK,['toxicroak'],,['shadoweligible']
453,croagunk_shadow,Croagunk (Shadow),116,76,134,"['poison', 'fighting']","['POISON_JAB', 'POISON_STING', 'MUD_SHOT']","['BRICK_BREAK', 'LOW_SWEEP', 'SLUDGE_BOMB', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_CROAGUNK,['toxicroak_shadow'],,['shadow']
454,toxicroak,Toxicroak,211,133,195,"['poison', 'fighting']","['COUNTER', 'POISON_JAB', 'MUD_SHOT']","['DYNAMIC_PUNCH', 'MUD_BOMB', 'SLUDGE_BOMB', 'SHADOW_BALL', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_CROAGUNK,nan,croagunk,['shadoweligible']
454,toxicroak_shadow,Toxicroak (Shadow),211,133,195,"['poison', 'fighting']","['COUNTER', 'POISON_JAB', 'MUD_SHOT']","['DYNAMIC_PUNCH', 'MUD_BOMB', 'SLUDGE_BOMB', 'SHADOW_BALL', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_CROAGUNK,nan,croagunk_shadow,['shadow']
455,carnivine,Carnivine,187,136,179,"['grass', 'none']","['BITE', 'VINE_WHIP']","['CRUNCH', 'ENERGY_BALL', 'POWER_WHIP']",nan,nan,5.0,75000,True,,nan,,['regional']
456,finneon,Finneon,96,116,135,"['water', 'none']","['POUND', 'WATER_GUN']","['ICE_BEAM', 'SILVER_WIND', 'WATER_PULSE']",nan,nan,3.0,50000,True,FAMILY_FINNEON,['lumineon'],,nan
457,lumineon,Lumineon,142,170,170,"['water', 'none']","['WATER_GUN', 'WATERFALL']","['BLIZZARD', 'SILVER_WIND', 'WATER_PULSE']",nan,nan,3.0,50000,True,FAMILY_FINNEON,nan,finneon,nan
458,mantyke,Mantyke,105,179,128,"['water', 'flying']","['BUBBLE', 'TACKLE']","['AERIAL_ACE', 'ICE_BEAM', 'WATER_PULSE']",nan,nan,5.0,10000,True,FAMILY_MANTINE,['mantine'],,nan
459,snover,Snover,115,105,155,"['grass', 'ice']","['ICE_SHARD', 'POWDER_SNOW', 'LEAFAGE']","['ENERGY_BALL', 'ICE_BEAM', 'STOMP', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_SNOVER,['abomasnow'],,['shadoweligible']
459,snover_shadow,Snover (Shadow),115,105,155,"['grass', 'ice']","['ICE_SHARD', 'POWDER_SNOW', 'LEAFAGE']","['ENERGY_BALL', 'ICE_BEAM', 'STOMP', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_SNOVER,['abomasnow_shadow'],,['shadow']
460,abomasnow,Abomasnow,178,158,207,"['grass', 'ice']","['POWDER_SNOW', 'RAZOR_LEAF', 'LEAFAGE']","['BLIZZARD', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'ICY_WIND', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_SNOVER,nan,snover,['shadoweligible']
460,abomasnow_mega,Abomasnow (Mega),240,191,207,"['grass', 'ice']","['POWDER_SNOW', 'RAZOR_LEAF', 'LEAFAGE']","['BLIZZARD', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'ICY_WIND']",nan,nan,3.0,50000,True,FAMILY_SNOVER,nan,snover,"['shadoweligible', 'mega']"
460,abomasnow_shadow,Abomasnow (Shadow),178,158,207,"['grass', 'ice']","['POWDER_SNOW', 'RAZOR_LEAF', 'LEAFAGE']","['BLIZZARD', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'ICY_WIND', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_SNOVER,nan,snover_shadow,['shadow']
461,weavile,Weavile,243,171,172,"['dark', 'ice']","['FEINT_ATTACK', 'ICE_SHARD', 'SNARL']","['AVALANCHE', 'FOCUS_BLAST', 'FOUL_PLAY', 'TRIPLE_AXEL', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_SNEASEL,nan,sneasel,['shadoweligible']
461,weavile_shadow,Weavile (Shadow),243,171,172,"['dark', 'ice']","['FEINT_ATTACK', 'ICE_SHARD', 'SNARL']","['AVALANCHE', 'FOCUS_BLAST', 'FOUL_PLAY', 'TRIPLE_AXEL', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_SNEASEL,nan,sneasel_shadow,['shadow']
462,magnezone,Magnezone,238,205,172,"['electric', 'steel']","['CHARGE_BEAM', 'SPARK', 'VOLT_SWITCH', 'METAL_SOUND']","['FLASH_CANNON', 'WILD_CHARGE', 'ZAP_CANNON', 'MIRROR_SHOT', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_MAGNEMITE,nan,magneton,['shadoweligible']
462,magnezone_shadow,Magnezone (Shadow),238,205,172,"['electric', 'steel']","['CHARGE_BEAM', 'SPARK', 'VOLT_SWITCH', 'METAL_SOUND']","['FLASH_CANNON', 'WILD_CHARGE', 'ZAP_CANNON', 'MIRROR_SHOT', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_MAGNEMITE,nan,magneton_shadow,['shadow']
463,lickilicky,Lickilicky,161,181,242,"['normal', 'none']","['LICK', 'ZEN_HEADBUTT', 'ROLLOUT']","['EARTHQUAKE', 'HYPER_BEAM', 'SOLAR_BEAM', 'SHADOW_BALL', 'BODY_SLAM']",['BODY_SLAM'],nan,3.0,50000,True,FAMILY_LICKITUNG,nan,lickitung,nan
464,rhyperior,Rhyperior,241,190,251,"['ground', 'rock']","['MUD_SLAP', 'SMACK_DOWN']","['EARTHQUAKE', 'STONE_EDGE', 'SURF', 'SKULL_BASH', 'SUPER_POWER', 'ROCK_WRECKER', 'BREAKING_SWIPE', 'RETURN']",['ROCK_WRECKER'],nan,3.0,50000,True,FAMILY_RHYHORN,nan,rhydon,['shadoweligible']
464,rhyperior_shadow,Rhyperior (Shadow),241,190,251,"['ground', 'rock']","['MUD_SLAP', 'SMACK_DOWN']","['EARTHQUAKE', 'STONE_EDGE', 'SURF', 'SKULL_BASH', 'SUPER_POWER', 'ROCK_WRECKER', 'BREAKING_SWIPE', 'FRUSTRATION']",['ROCK_WRECKER'],nan,3.0,50000,True,FAMILY_RHYHORN,nan,rhydon_shadow,['shadow']
465,tangrowth,Tangrowth,207,184,225,"['grass', 'none']","['INFESTATION', 'VINE_WHIP']","['ANCIENT_POWER', 'ROCK_SLIDE', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'POWER_WHIP', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_TANGELA,nan,tangela,['shadoweligible']
465,tangrowth_shadow,Tangrowth (Shadow),207,184,225,"['grass', 'none']","['INFESTATION', 'VINE_WHIP']","['ANCIENT_POWER', 'ROCK_SLIDE', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'POWER_WHIP', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_TANGELA,nan,tangela_shadow,['shadow']
466,electivire,Electivire,249,163,181,"['electric', 'none']","['LOW_KICK', 'THUNDER_SHOCK']","['THUNDER', 'THUNDER_PUNCH', 'WILD_CHARGE', 'ICE_PUNCH', 'FLAMETHROWER', 'RETURN']",['FLAMETHROWER'],nan,5.0,75000,True,FAMILY_ELECTABUZZ,nan,electabuzz,['shadoweligible']
466,electivire_shadow,Electivire (Shadow),249,163,181,"['electric', 'none']","['LOW_KICK', 'THUNDER_SHOCK']","['THUNDER', 'THUNDER_PUNCH', 'WILD_CHARGE', 'ICE_PUNCH', 'FLAMETHROWER', 'FRUSTRATION']",['FLAMETHROWER'],nan,5.0,75000,True,FAMILY_ELECTABUZZ,nan,electabuzz_shadow,['shadow']
467,magmortar,Magmortar,247,172,181,"['fire', 'none']","['FIRE_SPIN', 'KARATE_CHOP']","['BRICK_BREAK', 'FIRE_BLAST', 'FIRE_PUNCH', 'PSYCHIC', 'THUNDERBOLT', 'SCORCHING_SANDS', 'RETURN']",['THUNDERBOLT'],nan,5.0,75000,True,FAMILY_MAGMAR,nan,magmar,['shadoweligible']
467,magmortar_shadow,Magmortar (Shadow),247,172,181,"['fire', 'none']","['FIRE_SPIN', 'KARATE_CHOP']","['BRICK_BREAK', 'FIRE_BLAST', 'FIRE_PUNCH', 'PSYCHIC', 'THUNDERBOLT', 'SCORCHING_SANDS', 'FRUSTRATION']",['THUNDERBOLT'],nan,5.0,75000,True,FAMILY_MAGMAR,nan,magmar_shadow,['shadow']
468,togekiss,Togekiss,225,217,198,"['fairy', 'flying']","['AIR_SLASH', 'CHARM', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER']","['AERIAL_ACE', 'ANCIENT_POWER', 'DAZZLING_GLEAM', 'FLAMETHROWER', 'AURA_SPHERE']",['AURA_SPHERE'],nan,3.0,50000,True,FAMILY_TOGEPI,nan,togetic,nan
469,yanmega,Yanmega,231,156,200,"['bug', 'flying']","['BUG_BITE', 'WING_ATTACK']","['AERIAL_ACE', 'ANCIENT_POWER', 'BUG_BUZZ']",nan,nan,3.0,50000,True,FAMILY_YANMA,nan,yanma,nan
470,leafeon,Leafeon,216,219,163,"['grass', 'none']","['QUICK_ATTACK', 'RAZOR_LEAF', 'BULLET_SEED']","['ENERGY_BALL', 'LEAF_BLADE', 'SOLAR_BEAM', 'LAST_RESORT']","['LAST_RESORT', 'BULLET_SEED']",nan,5.0,75000,True,FAMILY_EEVEE,nan,eevee,nan
471,glaceon,Glaceon,238,205,163,"['ice', 'none']","['FROST_BREATH', 'ICE_SHARD']","['AVALANCHE', 'ICE_BEAM', 'ICY_WIND', 'LAST_RESORT', 'WATER_PULSE']","['LAST_RESORT', 'WATER_PULSE']",nan,5.0,75000,True,FAMILY_EEVEE,nan,eevee,nan
472,gliscor,Gliscor,185,222,181,"['ground', 'flying']","['FURY_CUTTER', 'WING_ATTACK', 'SAND_ATTACK']","['AERIAL_ACE', 'EARTHQUAKE', 'NIGHT_SLASH', 'SAND_TOMB', 'RETURN']",nan,nan,5.0,75000,True,FAMILY_GLIGAR,nan,gligar,['shadoweligible']
472,gliscor_shadow,Gliscor (Shadow),185,222,181,"['ground', 'flying']","['FURY_CUTTER', 'WING_ATTACK', 'SAND_ATTACK']","['AERIAL_ACE', 'EARTHQUAKE', 'NIGHT_SLASH', 'SAND_TOMB', 'FRUSTRATION']",nan,nan,5.0,75000,True,FAMILY_GLIGAR,nan,gligar_shadow,['shadow']
473,mamoswine,Mamoswine,247,146,242,"['ice', 'ground']","['MUD_SLAP', 'POWDER_SNOW']","['AVALANCHE', 'BULLDOZE', 'STONE_EDGE', 'ANCIENT_POWER', 'HIGH_HORSEPOWER', 'RETURN']",['ANCIENT_POWER'],nan,3.0,50000,True,FAMILY_SWINUB,nan,piloswine,['shadoweligible']
473,mamoswine_shadow,Mamoswine (Shadow),247,146,242,"['ice', 'ground']","['MUD_SLAP', 'POWDER_SNOW']","['AVALANCHE', 'BULLDOZE', 'STONE_EDGE', 'ANCIENT_POWER', 'HIGH_HORSEPOWER', 'FRUSTRATION']",['ANCIENT_POWER'],nan,3.0,50000,True,FAMILY_SWINUB,nan,piloswine_shadow,['shadow']
474,porygon_z,Porygon-Z,264,150,198,"['normal', 'none']","['LOCK_ON', 'CHARGE_BEAM', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER']","['BLIZZARD', 'HYPER_BEAM', 'SOLAR_BEAM', 'ZAP_CANNON', 'TRI_ATTACK', 'RETURN']",['TRI_ATTACK'],nan,3.0,50000,True,FAMILY_PORYGON,nan,porygon2,['shadoweligible']
474,porygon_z_shadow,Porygon-Z (Shadow),264,150,198,"['normal', 'none']","['LOCK_ON', 'CHARGE_BEAM', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER']","['BLIZZARD', 'HYPER_BEAM', 'SOLAR_BEAM', 'ZAP_CANNON', 'TRI_ATTACK', 'FRUSTRATION']",['TRI_ATTACK'],nan,3.0,50000,True,FAMILY_PORYGON,nan,porygon2_shadow,['shadow']
475,gallade,Gallade,237,195,169,"['psychic', 'fighting']","['CONFUSION', 'LOW_KICK', 'CHARM', 'PSYCHO_CUT']","['CLOSE_COMBAT', 'LEAF_BLADE', 'PSYCHIC', 'SYNCHRONOISE', 'RETURN']",['SYNCHRONOISE'],nan,5.0,75000,True,FAMILY_RALTS,nan,kirlia,['shadoweligible']
475,gallade_mega,Gallade (Mega),326,230,169,"['psychic', 'fighting']","['CONFUSION', 'LOW_KICK', 'CHARM', 'PSYCHO_CUT']","['CLOSE_COMBAT', 'LEAF_BLADE', 'PSYCHIC', 'SYNCHRONOISE']",['SYNCHRONOISE'],nan,5.0,75000,True,,nan,,"['shadoweligible', 'mega']"
475,gallade_shadow,Gallade (Shadow),237,195,169,"['psychic', 'fighting']","['CONFUSION', 'LOW_KICK', 'CHARM', 'PSYCHO_CUT']","['CLOSE_COMBAT', 'LEAF_BLADE', 'PSYCHIC', 'SYNCHRONOISE', 'FRUSTRATION']",['SYNCHRONOISE'],nan,5.0,75000,True,FAMILY_RALTS,nan,kirlia_shadow,['shadow']
476,probopass,Probopass,135,275,155,"['rock', 'steel']","['ROCK_THROW', 'SPARK']","['MAGNET_BOMB', 'ROCK_SLIDE', 'THUNDERBOLT', 'ZAP_CANNON', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_NOSEPASS,nan,nosepass,['shadoweligible']
476,probopass_shadow,Probopass (Shadow),135,275,155,"['rock', 'steel']","['ROCK_THROW', 'SPARK']","['MAGNET_BOMB', 'ROCK_SLIDE', 'THUNDERBOLT', 'ZAP_CANNON', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_NOSEPASS,nan,nosepass_shadow,['shadow']
477,dusknoir,Dusknoir,180,254,128,"['ghost', 'none']","['ASTONISH', 'HEX']","['DARK_PULSE', 'OMINOUS_WIND', 'PSYCHIC', 'SHADOW_BALL', 'POLTERGEIST', 'SHADOW_PUNCH', 'RETURN']",['SHADOW_BALL'],nan,3.0,50000,True,FAMILY_DUSKULL,nan,dusclops,['shadoweligible']
477,dusknoir_shadow,Dusknoir (Shadow),180,254,128,"['ghost', 'none']","['ASTONISH', 'HEX']","['DARK_PULSE', 'OMINOUS_WIND', 'PSYCHIC', 'SHADOW_BALL', 'POLTERGEIST', 'SHADOW_PUNCH', 'FRUSTRATION']",['SHADOW_BALL'],nan,3.0,50000,True,FAMILY_DUSKULL,nan,dusclops_shadow,['shadow']
478,froslass,Froslass,171,150,172,"['ice', 'ghost']","['HEX', 'POWDER_SNOW']","['AVALANCHE', 'CRUNCH', 'SHADOW_BALL', 'TRIPLE_AXEL', 'RETURN']",nan,nan,3.0,50000,True,FAMILY_SNORUNT,nan,snorunt,['shadoweligible']
478,froslass_shadow,Froslass (Shadow),171,150,172,"['ice', 'ghost']","['HEX', 'POWDER_SNOW']","['AVALANCHE', 'CRUNCH', 'SHADOW_BALL', 'TRIPLE_AXEL', 'FRUSTRATION']",nan,nan,3.0,50000,True,FAMILY_SNORUNT,nan,snorunt_shadow,['shadow']
479,rotom,Rotom,185,159,137,"['electric', 'ghost']","['ASTONISH', 'THUNDER_SHOCK']","['OMINOUS_WIND', 'THUNDER', 'THUNDERBOLT']",nan,nan,5.0,75000,True,,nan,,nan
479,rotom_fan,Rotom (Fan),204,219,137,"['electric', 'flying']","['AIR_SLASH', 'ASTONISH']","['OMINOUS_WIND', 'THUNDER', 'THUNDERBOLT']",nan,nan,5.0,75000,False,,nan,,nan
479,rotom_frost,Rotom (Frost),204,219,137,"['electric', 'ice']","['ASTONISH', 'THUNDER_SHOCK']","['BLIZZARD', 'THUNDER', 'THUNDERBOLT']",nan,nan,5.0,75000,True,,nan,,nan
479,rotom_heat,Rotom (Heat),204,219,137,"['electric', 'fire']","['ASTONISH', 'THUNDER_SHOCK']","['OVERHEAT', 'THUNDER', 'THUNDERBOLT']",nan,nan,5.0,75000,True,,nan,,nan
479,rotom_mow,Rotom (Mow),204,219,137,"['electric', 'grass']","['ASTONISH', 'THUNDER_SHOCK']","['OMINOUS_WIND', 'THUNDER', 'THUNDERBOLT']",nan,nan,5.0,75000,True,,nan,,nan
479,rotom_wash,Rotom (Wash),204,219,137,"['electric', 'water']","['ASTONISH', 'THUNDER_SHOCK']","['HYDRO_PUMP', 'THUNDER', 'THUNDERBOLT']",nan,nan,5.0,75000,True,,nan,,nan
480,uxie,Uxie,156,270,181,"['psychic', 'none']","['CONFUSION', 'EXTRASENSORY']","['FUTURE_SIGHT', 'SWIFT', 'THUNDER']",nan,nan,20.0,100000,True,,nan,,['legendary']
481,mesprit,Mesprit,212,212,190,"['psychic', 'none']","['CONFUSION', 'EXTRASENSORY']","['BLIZZARD', 'FUTURE_SIGHT', 'SWIFT']",nan,nan,20.0,100000,True,,nan,,['legendary']
482,azelf,Azelf,270,151,181,"['psychic', 'none']","['CONFUSION', 'EXTRASENSORY']","['FIRE_BLAST', 'FUTURE_SIGHT', 'SWIFT']",nan,nan,20.0,100000,True,,nan,,['legendary']
483,dialga,Dialga,275,211,205,"['steel', 'dragon']","['DRAGON_BREATH', 'METAL_CLAW']","['DRACO_METEOR', 'IRON_HEAD', 'THUNDER']",nan,nan,20.0,100000,True,,nan,,['legendary']
483,dialga_origin,Dialga (Origin),270,225,205,"['steel', 'dragon']","['DRAGON_BREATH', 'METAL_CLAW']","['DRACO_METEOR', 'IRON_HEAD', 'THUNDER', 'ROAR_OF_TIME']",nan,['ROAR_OF_TIME'],20.0,100000,True,,nan,,['legendary']
484,palkia,Palkia,280,215,189,"['water', 'dragon']","['DRAGON_BREATH', 'DRAGON_TAIL']","['DRACO_METEOR', 'FIRE_BLAST', 'HYDRO_PUMP', 'AQUA_TAIL', 'RETURN']",nan,nan,20.0,100000,True,,nan,,"['legendary', 'shadoweligible']"
484,palkia_origin,Palkia (Origin),286,223,189,"['water', 'dragon']","['DRAGON_BREATH', 'DRAGON_TAIL']","['DRACO_METEOR', 'FIRE_BLAST', 'HYDRO_PUMP', 'AQUA_TAIL', 'SPACIAL_REND']",nan,['SPACIAL_REND'],20.0,100000,True,,nan,,['legendary']
484,palkia_shadow,Palkia (Shadow),280,215,189,"['water', 'dragon']","['DRAGON_BREATH', 'DRAGON_TAIL']","['DRACO_METEOR', 'FIRE_BLAST', 'HYDRO_PUMP', 'AQUA_TAIL', 'FRUSTRATION']",nan,nan,20.0,100000,True,,nan,,"['legendary', 'shadow']"
485,heatran,Heatran,251,213,209,"['fire', 'steel']","['BUG_BITE', 'FIRE_SPIN']","['FIRE_BLAST', 'IRON_HEAD', 'STONE_EDGE', 'FLAMETHROWER', 'EARTH_POWER', 'MAGMA_STORM', 'RETURN']",['MAGMA_STORM'],nan,20.0,100000,True,,nan,,"['legendary', 'shadoweligible']"
485,heatran_shadow,Heatran (Shadow),251,213,209,"['fire', 'steel']","['BUG_BITE', 'FIRE_SPIN']","['FIRE_BLAST', 'IRON_HEAD', 'STONE_EDGE', 'FLAMETHROWER', 'EARTH_POWER', 'MAGMA_STORM', 'FRUSTRATION']",['MAGMA_STORM'],nan,20.0,100000,True,,nan,,"['legendary', 'shadow']"
486,regigigas,Regigigas,287,210,221,"['normal', 'none']","['HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'ZEN_HEADBUTT']","['GIGA_IMPACT', 'FOCUS_BLAST', 'THUNDER', 'RETURN']",nan,nan,20.0,100000,True,,nan,,"['legendary', 'shadoweligible']"
486,regigigas_shadow,Regigigas (Shadow),287,210,221,"['normal', 'none']","['HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'ZEN_HEADBUTT']","['GIGA_IMPACT', 'FOCUS_BLAST', 'THUNDER', 'FRUSTRATION']",nan,nan,20.0,100000,True,,nan,,"['legendary', 'shadow']"
487,giratina_altered,Giratina (Altered),187,225,284,"['ghost', 'dragon']","['DRAGON_BREATH', 'SHADOW_CLAW']","['ANCIENT_POWER', 'DRAGON_CLAW', 'SHADOW_SNEAK', 'SHADOW_FORCE']",['SHADOW_FORCE'],nan,20.0,100000,True,,nan,,['legendary']
487,giratina_origin,Giratina (Origin),225,187,284,"['ghost', 'dragon']","['DRAGON_TAIL', 'SHADOW_CLAW']","['OMINOUS_WIND', 'DRAGON_PULSE', 'SHADOW_BALL', 'SHADOW_FORCE']",['SHADOW_FORCE'],nan,20.0,100000,True,,nan,,['legendary']
488,cresselia,Cresselia,152,258,260,"['psychic', 'none']","['CONFUSION', 'PSYCHO_CUT']","['AURORA_BEAM', 'FUTURE_SIGHT', 'MOONBLAST', 'GRASS_KNOT', 'RETURN']",['GRASS_KNOT'],nan,20.0,100000,True,,nan,,"['legendary', 'shadoweligible']"
488,cresselia_shadow,Cresselia (Shadow),152,258,260,"['psychic', 'none']","['CONFUSION', 'PSYCHO_CUT']","['AURORA_BEAM', 'FUTURE_SIGHT', 'MOONBLAST', 'GRASS_KNOT', 'FRUSTRATION']",['GRASS_KNOT'],nan,20.0,100000,True,,nan,,"['legendary', 'shadow']"
489,phione,Phione,162,162,190,"['water', 'none']","['BUBBLE', 'WATERFALL']","['BUBBLE_BEAM', 'SURF', 'WATER_PULSE']",nan,nan,20.0,100000,False,,nan,,nan
490,manaphy,Manaphy,210,210,225,"['water', 'none']","['BUBBLE', 'WATERFALL']","['BUBBLE_BEAM', 'PSYCHIC', 'SURF']",nan,nan,20.0,100000,False,FAMILY_MANAPHY,nan,phione,nan
491,darkrai,Darkrai,285,198,172,"['dark', 'none']","['FEINT_ATTACK', 'SNARL']","['DARK_PULSE', 'FOCUS_BLAST', 'SHADOW_BALL', 'SLUDGE_BOMB']",['SLUDGE_BOMB'],nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
492,shaymin_land,Shaymin (Land),210,210,225,"['grass', 'none']","['HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER', 'ZEN_HEADBUTT', 'MAGICAL_LEAF']","['ENERGY_BALL', 'GRASS_KNOT', 'SOLAR_BEAM', 'SEED_FLARE']",['SEED_FLARE'],nan,20.0,100000,True,,nan,,['mythical']
