pokemon,move,move_kind,type,stab_bonus,damage,energy,damage_per_energy,effect,archetype,notes
Melmetal,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Melmetal,Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Melmetal,Superpower,charged,fighting,1.0,85,40,2.12,100% chance -1 Atk -1 Def self,Self-Debuff Spam,
Melmetal,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Meloetta (Aria),Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Meloetta (Aria),Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Meloetta (Aria),Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Meloetta (Aria),Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Meloetta (Pirouette),Close Combat,charged,fighting,1.2,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Meloetta (Pirouette),Fire Punch,charged,fire,1.0,60,40,1.5,,Spam/Bait,
Meloetta (Pirouette),Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Meloetta (Pirouette),Ice Punch,charged,ice,1.0,60,40,1.5,,Spam/Bait,
Meltan,Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Meltan,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Meowscarada,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Meowscarada,Flower Trick,charged,grass,1.2,30,35,0.86,100% chance +1 Atk self,Boost,
Meowscarada,Frenzy Plant,charged,grass,1.2,100,45,2.22,,General,elite
Meowscarada,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Meowscarada,Night Slash,charged,dark,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Meowscarada,Play Rough,charged,fairy,1.0,90,60,1.5,,High Energy,
Meowstic (Female),Energy Ball,charged,grass,1.0,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Meowstic (Female),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Meowstic (Female),Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,
Meowstic (Male),Energy Ball,charged,grass,1.0,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Meowstic (Male),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Meowstic (Male),Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Meowth,Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,elite
Meowth,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Meowth,Foul Play,charged,dark,1.0,70,45,1.56,,General,
Meowth,Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Meowth,Return,charged,normal,1.2,130,70,1.86,,Nuke,
Meowth (Alolan),Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Meowth (Alolan),Foul Play,charged,dark,1.2,70,45,1.56,,General,
Meowth (Alolan),Night Slash,charged,dark,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Meowth (Alolan),Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Meowth (Galarian),Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Meowth (Galarian),Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Meowth (Galarian),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Meowth (Galarian),Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Meowth (Shadow),Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,elite
Meowth (Shadow),Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Meowth (Shadow),Foul Play,charged,dark,1.0,70,45,1.56,,General,
Meowth (Shadow),Frustration,charged,normal,1.2,10,70,0.14,,High Energy,
Meowth (Shadow),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Mesprit,Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,
Mesprit,Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Mesprit,Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Metagross,Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Metagross,Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Metagross,Meteor Mash,charged,steel,1.2,100,50,2.0,,General,elite
Metagross,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Metagross,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Metagross (Shadow),Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Metagross (Shadow),Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Metagross (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Metagross (Shadow),Meteor Mash,charged,steel,1.2,100,50,2.0,,General,elite
Metagross (Shadow),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Metang,Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Metang,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Metang,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Metang,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Metang (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Metang (Shadow),Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Metang (Shadow),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Metang (Shadow),Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Metapod,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Metapod,Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Metapod (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Metapod (Shadow),Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Mew,Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Mew,Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,
Mew,Bulldoze,charged,ground,1.0,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Mew,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Mew,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Mew,Dragon Claw,charged,dragon,1.0,50,35,1.43,,Spam/Bait,
Mew,Energy Ball,charged,grass,1.0,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Mew,Flame Charge,charged,fire,1.0,65,50,1.3,100% chance +1 Atk self,Boost,
Mew,Flash Cannon,charged,steel,1.0,110,70,1.57,,Nuke,
Mew,Focus Blast,charged,fighting,1.0,150,75,2.0,,Nuke,
Mew,Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Mew,Gyro Ball,charged,steel,1.0,80,60,1.33,,High Energy,
Mew,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Mew,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Mew,Low Sweep,charged,fighting,1.0,40,40,1.0,,Spam/Bait,
Mew,Overheat,charged,fire,1.0,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Mew,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Mew,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Mew,Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Mew,Solar Beam,charged,grass,1.0,150,80,1.88,,Nuke,
Mew,Stone Edge,charged,rock,1.0,100,55,1.82,,Nuke,
Mew,Surf,charged,water,1.0,75,45,1.67,,General,
Mew,Thunder,charged,electric,1.0,100,60,1.67,,High Energy,
Mew,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Mew,Wild Charge,charged,electric,1.0,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Mewtwo,Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Mewtwo,Focus Blast,charged,fighting,1.0,150,75,2.0,,Nuke,
Mewtwo,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,elite
Mewtwo,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Mewtwo,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Mewtwo,Psystrike,charged,psychic,1.2,90,45,2.0,,General,elite
Mewtwo,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Mewtwo,Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,elite
Mewtwo,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Mewtwo (Armored),Dynamic Punch,charged,fighting,1.0,90,50,1.8,,General,
Mewtwo (Armored),Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Mewtwo (Armored),Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Mewtwo (Armored),Psystrike,charged,psychic,1.2,90,45,2.0,,General,elite
Mewtwo (Armored),Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Mewtwo (Shadow),Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Mewtwo (Shadow),Focus Blast,charged,fighting,1.0,150,75,2.0,,Nuke,
Mewtwo (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Mewtwo (Shadow),Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,elite
Mewtwo (Shadow),Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Mewtwo (Shadow),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Mewtwo (Shadow),Psystrike,charged,psychic,1.2,90,45,2.0,,General,elite
Mewtwo (Shadow),Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,elite
Mewtwo (Shadow),Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Mienfoo,Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Mienfoo,Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Mienfoo,High Jump Kick,charged,fighting,1.2,110,55,2.0,10.0% chance -4 Def self,Self-Debuff Nuke,elite
Mienfoo,Low Sweep,charged,fighting,1.2,40,40,1.0,,Spam/Bait,
Mienshao,Blaze Kick,charged,fire,1.0,60,40,1.5,,Spam/Bait,
Mienshao,Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Mienshao,Brutal Swing,charged,dark,1.0,55,35,1.57,,Spam/Bait,
Mienshao,Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Mienshao,Stone Edge,charged,rock,1.0,100,55,1.82,,Nuke,
Mightyena,Crunch,charged,dark,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Mightyena,Play Rough,charged,fairy,1.0,90,60,1.5,,High Energy,
Mightyena,Poison Fang,charged,poison,1.0,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Mightyena,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Mightyena (Shadow),Crunch,charged,dark,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Mightyena (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Mightyena (Shadow),Play Rough,charged,fairy,1.0,90,60,1.5,,High Energy,
Mightyena (Shadow),Poison Fang,charged,poison,1.0,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Milcery,Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Milotic,Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,
Milotic,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Milotic,Surf,charged,water,1.2,75,45,1.67,,General,
Miltank,Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,
Miltank,Gyro Ball,charged,steel,1.0,80,60,1.33,,High Energy,
Miltank,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Miltank,Stomp,charged,normal,1.2,55,40,1.38,,Spam/Bait,
Miltank,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Mime (Jr),Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Mime (Jr),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Mime (Jr),Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Mimikyu,Play Rough,charged,fairy,1.2,90,60,1.5,,High Energy,
Mimikyu,Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Mimikyu,Shadow Sneak,charged,ghost,1.2,50,45,1.11,,General,
Minccino,Aqua Tail,charged,water,1.0,55,35,1.57,,Spam/Bait,
Minccino,Swift,charged,normal,1.2,55,35,1.57,,Spam/Bait,
Minccino,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Minior (Core),Acrobatics,charged,flying,1.2,110,60,1.83,,General,
Minior (Core),Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Minior (Core),Power Gem,charged,rock,1.2,85,50,1.7,,General,
Minior (Meteor),Acrobatics,charged,flying,1.2,110,60,1.83,,General,
Minior (Meteor),Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Minior (Meteor),Power Gem,charged,rock,1.2,85,50,1.7,,General,
Minun,Discharge,charged,electric,1.2,65,45,1.44,,General,
Minun,Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Minun,Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Minun,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Miraidon,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Miraidon,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Miraidon,Outrage,charged,dragon,1.2,110,60,1.83,,Nuke,
Miraidon,Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Miraidon_ultimate,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Miraidon_ultimate,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Miraidon_ultimate,Outrage,charged,dragon,1.2,110,60,1.83,,Nuke,
Miraidon_ultimate,Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Misdreavus,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Misdreavus,Ominous Wind,charged,ghost,1.2,45,45,1.0,10.0% chance +1 Atk +1 Def self,Boost,
Misdreavus,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Misdreavus,Shadow Sneak,charged,ghost,1.2,50,45,1.11,,General,
Misdreavus (Shadow),Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Misdreavus (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Misdreavus (Shadow),Ominous Wind,charged,ghost,1.2,45,45,1.0,10.0% chance +1 Atk +1 Def self,Boost,
Misdreavus (Shadow),Shadow Sneak,charged,ghost,1.2,50,45,1.11,,General,
Mismagius,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Mismagius,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Mismagius,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Mismagius,Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Mismagius (Shadow),Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Mismagius (Shadow),Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Mismagius (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Mismagius (Shadow),Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Moltres,Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Moltres,Fire Blast,charged,fire,1.2,140,80,1.75,,Nuke,
Moltres,Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Moltres,Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Moltres,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Moltres,Sky Attack,charged,flying,1.2,85,55,1.55,,High Energy,elite
Moltres (Galarian),Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Moltres (Galarian),Brave Bird,charged,flying,1.2,130,55,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Moltres (Galarian),Payback,charged,dark,1.2,110,60,1.83,,Nuke,
Moltres (Shadow),Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Moltres (Shadow),Fire Blast,charged,fire,1.2,140,80,1.75,,Nuke,
Moltres (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Moltres (Shadow),Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Moltres (Shadow),Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Moltres (Shadow),Sky Attack,charged,flying,1.2,85,55,1.55,,High Energy,elite
Monferno,Flame Wheel,charged,fire,1.2,60,55,1.09,,High Energy,
Monferno,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Monferno,Low Sweep,charged,fighting,1.2,40,40,1.0,,Spam/Bait,
Monferno,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Monferno (Shadow),Flame Wheel,charged,fire,1.2,60,55,1.09,,High Energy,
Monferno (Shadow),Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Monferno (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Monferno (Shadow),Low Sweep,charged,fighting,1.2,40,40,1.0,,Spam/Bait,
Morelull,Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Morelull,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Morgrem,Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Morgrem,Foul Play,charged,dark,1.2,70,45,1.56,,General,
Morgrem,Play Rough,charged,fairy,1.2,90,60,1.5,,High Energy,
Morpeko (Full Belly),Aura Wheel,charged,electric,1.2,100,45,2.22,100% chance +1 Atk self,Boost,
Morpeko (Full Belly),Outrage,charged,dragon,1.0,110,60,1.83,,Nuke,
Morpeko (Full Belly),Psychic Fangs,charged,psychic,1.0,40,35,1.14,100% chance -1 Def opponent,Debuff Spam/Bait,
Morpeko (Full Belly),Seed Bomb,charged,grass,1.0,65,45,1.44,,General,
Morpeko (Hangry),Aura Wheel,charged,dark,1.2,100,45,2.22,100% chance +1 Atk self,Boost,
Morpeko (Hangry),Outrage,charged,dragon,1.0,110,60,1.83,,Nuke,
Morpeko (Hangry),Psychic Fangs,charged,psychic,1.0,40,35,1.14,100% chance -1 Def opponent,Debuff Spam/Bait,
Morpeko (Hangry),Seed Bomb,charged,grass,1.0,65,45,1.44,,General,
Mothim,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Mothim,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Mothim,Psybeam,charged,psychic,1.0,70,60,1.17,,High Energy,
Mr. Mime,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Mr. Mime,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Mr. Mime,Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,
Mr. Mime (Galarian),Ice Punch,charged,ice,1.2,60,40,1.5,,Spam/Bait,
Mr. Mime (Galarian),Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Mr. Mime (Galarian),Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Mr. Mime (Galarian),Triple Axel,charged,ice,1.2,60,45,1.33,100% chance +1 Atk self,Boost,
Mr. Rime,Ice Punch,charged,ice,1.2,60,40,1.5,,Spam/Bait,
Mr. Rime,Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Mr. Rime,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Mr. Rime,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Mr. Rime,Triple Axel,charged,ice,1.2,60,45,1.33,100% chance +1 Atk self,Boost,
Mudbray,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Mudbray,Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Mudbray,Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Mudkip,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Mudkip,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Mudkip,Sludge,charged,poison,1.0,50,40,1.25,,Spam/Bait,
Mudkip,Stomp,charged,normal,1.0,55,40,1.38,,Spam/Bait,
Mudkip (Shadow),Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Mudkip (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Mudkip (Shadow),Sludge,charged,poison,1.0,50,40,1.25,,Spam/Bait,
Mudkip (Shadow),Stomp,charged,normal,1.0,55,40,1.38,,Spam/Bait,
Mudsdale,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Mudsdale,Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Mudsdale,Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Mudsdale,Heavy Slam,charged,steel,1.0,70,50,1.4,,General,
Muk,Acid Spray,charged,poison,1.2,20,45,0.44,100% chance -2 Def opponent,Debuff,
Muk,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Muk,Gunk Shot,charged,poison,1.2,130,75,1.73,,Nuke,
Muk,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Muk,Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Muk,Thunder Punch,charged,electric,1.0,60,40,1.5,,Spam/Bait,
Muk (Alolan),Acid Spray,charged,poison,1.2,20,45,0.44,100% chance -2 Def opponent,Debuff,
Muk (Alolan),Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Muk (Alolan),Gunk Shot,charged,poison,1.2,130,75,1.73,,Nuke,
Muk (Alolan),Return,charged,normal,1.0,130,70,1.86,,Nuke,
Muk (Alolan),Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Muk (Alolan) (Shadow),Acid Spray,charged,poison,1.2,20,45,0.44,100% chance -2 Def opponent,Debuff,
Muk (Alolan) (Shadow),Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Muk (Alolan) (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Muk (Alolan) (Shadow),Gunk Shot,charged,poison,1.2,130,75,1.73,,Nuke,
Muk (Alolan) (Shadow),Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Muk (Shadow),Acid Spray,charged,poison,1.2,20,45,0.44,100% chance -2 Def opponent,Debuff,
Muk (Shadow),Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Muk (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Muk (Shadow),Gunk Shot,charged,poison,1.2,130,75,1.73,,Nuke,
Muk (Shadow),Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Muk (Shadow),Thunder Punch,charged,electric,1.0,60,40,1.5,,Spam/Bait,
Munchlax,Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,
Munchlax,Bulldoze,charged,ground,1.0,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Munchlax,Gunk Shot,charged,poison,1.0,130,75,1.73,,Nuke,
Munna,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Munna,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Munna,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Murkrow,Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Murkrow,Drill Peck,charged,flying,1.2,65,40,1.62,,Spam/Bait,
Murkrow,Foul Play,charged,dark,1.2,70,45,1.56,,General,
Murkrow,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Murkrow (Shadow),Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Murkrow (Shadow),Drill Peck,charged,flying,1.2,65,40,1.62,,Spam/Bait,
Murkrow (Shadow),Foul Play,charged,dark,1.2,70,45,1.56,,General,
Murkrow (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Musharna,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Musharna,Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Musharna,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Nacli,Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Nacli,Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Nacli,Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Naclstack,Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Naclstack,Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Naclstack,Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Naganadel,Acrobatics,charged,flying,1.0,110,60,1.83,,General,
Naganadel,Dragon Claw,charged,dragon,1.2,50,35,1.43,,Spam/Bait,
Naganadel,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Naganadel,Fell Stinger,charged,bug,1.0,20,35,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Naganadel,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Natu,Drill Peck,charged,flying,1.2,65,40,1.62,,Spam/Bait,
Natu,Night Shade,charged,ghost,1.0,80,45,1.78,,General,
Natu,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Natu,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Natu (Shadow),Drill Peck,charged,flying,1.2,65,40,1.62,,Spam/Bait,
Natu (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Natu (Shadow),Night Shade,charged,ghost,1.0,80,45,1.78,,General,
Natu (Shadow),Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Necrozma,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Necrozma,Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Necrozma,Iron Head,charged,steel,1.0,70,50,1.4,,General,
Necrozma,Outrage,charged,dragon,1.0,110,60,1.83,,Nuke,
Necrozma (Dawn Wings),Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Necrozma (Dawn Wings),Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Necrozma (Dawn Wings),Iron Head,charged,steel,1.0,70,50,1.4,,General,
Necrozma (Dawn Wings),Moongeist Beam,charged,ghost,1.2,135,65,2.08,,Nuke,
Necrozma (Dawn Wings),Outrage,charged,dragon,1.0,110,60,1.83,,Nuke,
Necrozma (Dusk Mane),Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Necrozma (Dusk Mane),Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Necrozma (Dusk Mane),Iron Head,charged,steel,1.2,70,50,1.4,,General,
Necrozma (Dusk Mane),Outrage,charged,dragon,1.0,110,60,1.83,,Nuke,
Necrozma (Dusk Mane),Sunsteel Strike,charged,steel,1.2,135,65,2.08,,Nuke,
