pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,energy,damage_per_energy,effect,archetype,notes
Ninetales (Shadow),Psyshock,charged,psychic,1.0,70,0,1,,,45.0,1.56,,General,
Ninetales (Shadow),Scorching Sands,charged,ground,1.0,80,0,1,,,50.0,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Ninetales (Shadow),Solar Beam,charged,grass,1.0,150,0,1,,,80.0,1.88,,Nuke,
Ninetales (Shadow),Weather Ball (Fire),charged,fire,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Ninjask,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,,,,Fast Charge,
Ninjask,Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,,,,General,
Ninjask,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Ninjask,Bug Buzz,charged,bug,1.2,100,0,1,,,60.0,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Ninjask,Shadow Ball,charged,ghost,1.0,100,0,1,,,55.0,1.82,,Nuke,
Noctowl,Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,,,,General,
Noctowl,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Noctowl,Night Shade,charged,ghost,1.0,80,0,1,,,45.0,1.78,,General,
Noctowl,Psychic,charged,psychic,1.0,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Noctowl,Shadow Ball,charged,ghost,1.0,100,0,1,,,55.0,1.82,,Nuke,
Noctowl,Sky Attack,charged,flying,1.2,85,0,1,,,55.0,1.55,,High Energy,
Noibat,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Noibat,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Noibat,Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Noibat,Dragon Pulse,charged,dragon,1.2,90,0,1,,,60.0,1.5,,High Energy,
Noibat,Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Noivern,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Noivern,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Noivern,Boomburst,charged,normal,1.0,150,0,1,,,70.0,2.14,,Nuke,elite
Noivern,Draco Meteor,charged,dragon,1.2,150,0,1,,,65.0,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Noivern,Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Noivern,Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Noivern,Psychic,charged,psychic,1.0,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Nosepass,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,
Nosepass,Spark,fast,electric,1.0,5,7,2,2.5,3.5,,,,General,
Nosepass,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Nosepass,Rock Blast,charged,rock,1.2,50,0,1,,,40.0,1.25,,Spam/Bait,
Nosepass,Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,
Nosepass,Thunderbolt,charged,electric,1.0,90,0,1,,,55.0,1.64,,High Energy,
Nosepass (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,
Nosepass (Shadow),Spark,fast,electric,1.0,5,7,2,2.5,3.5,,,,General,
Nosepass (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Nosepass (Shadow),Rock Blast,charged,rock,1.2,50,0,1,,,40.0,1.25,,Spam/Bait,
Nosepass (Shadow),Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,
Nosepass (Shadow),Thunderbolt,charged,electric,1.0,90,0,1,,,55.0,1.64,,High Energy,
Numel,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Numel,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Numel,Bulldoze,charged,ground,1.2,45,0,1,,,45.0,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Numel,Heat Wave,charged,fire,1.2,95,0,1,,,75.0,1.27,,High Energy,
Numel,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Numel,Stomp,charged,normal,1.0,55,0,1,,,40.0,1.38,,Spam/Bait,
Numel (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Numel (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Numel (Shadow),Bulldoze,charged,ground,1.2,45,0,1,,,45.0,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Numel (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Numel (Shadow),Heat Wave,charged,fire,1.2,95,0,1,,,75.0,1.27,,High Energy,
Numel (Shadow),Stomp,charged,normal,1.0,55,0,1,,,40.0,1.38,,Spam/Bait,
Nuzleaf,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,,,,General,
Nuzleaf,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Nuzleaf,Foul Play,charged,dark,1.2,70,0,1,,,45.0,1.56,,General,
Nuzleaf,Grass Knot,charged,grass,1.2,90,0,1,,,50.0,1.8,,General,
Nuzleaf,Leaf Blade,charged,grass,1.2,70,0,1,,,35.0,2.0,,Spam/Bait,
Nuzleaf,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Nuzleaf (Shadow),Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,,,,General,
Nuzleaf (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Nuzleaf (Shadow),Foul Play,charged,dark,1.2,70,0,1,,,45.0,1.56,,General,
Nuzleaf (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Nuzleaf (Shadow),Grass Knot,charged,grass,1.2,90,0,1,,,50.0,1.8,,General,
Nuzleaf (Shadow),Leaf Blade,charged,grass,1.2,70,0,1,,,35.0,2.0,,Spam/Bait,
Nymble,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,,,,General,
Nymble,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Nymble,Bug Buzz,charged,bug,1.2,100,0,1,,,60.0,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Nymble,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Nymble,X-Scissor,charged,bug,1.2,65,0,1,,,40.0,1.62,,Spam/Bait,
Obstagoon,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Obstagoon,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,,,,General,
Obstagoon,Cross Chop,charged,fighting,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Obstagoon,Gunk Shot,charged,poison,1.0,130,0,1,,,75.0,1.73,,Nuke,
Obstagoon,Hyper Beam,charged,normal,1.2,150,0,1,,,80.0,1.88,,Nuke,
Obstagoon,Night Slash,charged,dark,1.2,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Obstagoon,Obstruct,charged,dark,1.2,15,0,1,,,40.0,0.38,"100% chance +1 Def self, -1 Def opponent",Boost Spam/Bait,elite
Obstagoon,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Obstagoon (Shadow),Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Obstagoon (Shadow),Lick,fast,ghost,1.0,3,3,1,3.0,3.0,,,,General,
Obstagoon (Shadow),Cross Chop,charged,fighting,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Obstagoon (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Obstagoon (Shadow),Gunk Shot,charged,poison,1.0,130,0,1,,,75.0,1.73,,Nuke,
Obstagoon (Shadow),Hyper Beam,charged,normal,1.2,150,0,1,,,80.0,1.88,,Nuke,
Obstagoon (Shadow),Night Slash,charged,dark,1.2,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Obstagoon (Shadow),Obstruct,charged,dark,1.2,15,0,1,,,40.0,0.38,"100% chance +1 Def self, -1 Def opponent",Boost Spam/Bait,elite
Octillery,Lock On,fast,normal,1.0,1,5,1,1.0,5.0,,,,Fast Charge,
Octillery,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Octillery,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Octillery,Acid Spray,charged,poison,1.0,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Octillery,Aurora Beam,charged,ice,1.0,80,0,1,,,60.0,1.33,,High Energy,
Octillery,Gunk Shot,charged,poison,1.0,130,0,1,,,75.0,1.73,,Nuke,
Octillery,Octazooka,charged,water,1.2,50,0,1,,,50.0,1.0,50.0% chance -2 Atk opponent,Debuff,
Octillery,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Oddish,Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Oddish,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Oddish,Moonblast,charged,fairy,1.0,110,0,1,,,60.0,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Oddish,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Oddish,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Oddish,Sludge Bomb,charged,poison,1.2,80,0,1,,,50.0,1.6,,General,
Oddish (Shadow),Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Oddish (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Oddish (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Oddish (Shadow),Moonblast,charged,fairy,1.0,110,0,1,,,60.0,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Oddish (Shadow),Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Oddish (Shadow),Sludge Bomb,charged,poison,1.2,80,0,1,,,50.0,1.6,,General,
Oinkologne,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Oinkologne,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,,,,Low Quality,
Oinkologne,Body Slam,charged,normal,1.2,50,0,1,,,35.0,1.43,,Spam/Bait,
Oinkologne,Dig,charged,ground,1.0,70,0,1,,,50.0,1.4,,High Energy,
Oinkologne,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Oinkologne (Female),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Oinkologne (Female),Take Down,fast,normal,1.2,5,8,3,1.67,2.67,,,,Low Quality,
Oinkologne (Female),Body Slam,charged,normal,1.2,50,0,1,,,35.0,1.43,,Spam/Bait,
Oinkologne (Female),Dig,charged,ground,1.0,70,0,1,,,50.0,1.4,,High Energy,
Oinkologne (Female),Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Omanyte,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Omanyte,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Omanyte,Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omanyte,Brine,charged,water,1.2,60,0,1,,,50.0,1.2,,General,elite
Omanyte,Bubble Beam,charged,water,1.2,25,0,1,,,40.0,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Omanyte,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Omanyte,Rock Blast,charged,rock,1.2,50,0,1,,,40.0,1.25,,Spam/Bait,
Omanyte,Rock Tomb,charged,rock,1.2,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,elite
Omanyte (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Omanyte (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Omanyte (Shadow),Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omanyte (Shadow),Brine,charged,water,1.2,60,0,1,,,50.0,1.2,,General,elite
Omanyte (Shadow),Bubble Beam,charged,water,1.2,25,0,1,,,40.0,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Omanyte (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Omanyte (Shadow),Rock Blast,charged,rock,1.2,50,0,1,,,40.0,1.25,,Spam/Bait,
Omanyte (Shadow),Rock Tomb,charged,rock,1.2,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,elite
Omastar,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Omastar,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,elite
Omastar,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Omastar,Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omastar,Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Omastar,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Omastar,Rock Blast,charged,rock,1.2,50,0,1,,,40.0,1.25,,Spam/Bait,
Omastar,Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,elite
Omastar (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Omastar (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,elite
Omastar (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Omastar (Shadow),Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omastar (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Omastar (Shadow),Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Omastar (Shadow),Rock Blast,charged,rock,1.2,50,0,1,,,40.0,1.25,,Spam/Bait,
Omastar (Shadow),Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,elite
Onix,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,
Onix,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Onix,Breaking Swipe,charged,dragon,1.0,50,0,1,,,35.0,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Onix,Heavy Slam,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Onix,Iron Head,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,elite
Onix,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Onix,Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,elite
Onix,Sand Tomb,charged,ground,1.2,25,0,1,,,40.0,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Onix,Stone Edge,charged,rock,1.2,100,0,1,,,55.0,1.82,,Nuke,
Onix (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,
Onix (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Onix (Shadow),Breaking Swipe,charged,dragon,1.0,50,0,1,,,35.0,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Onix (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Onix (Shadow),Heavy Slam,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Onix (Shadow),Iron Head,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,elite
Onix (Shadow),Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,elite
Onix (Shadow),Sand Tomb,charged,ground,1.2,25,0,1,,,40.0,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Onix (Shadow),Stone Edge,charged,rock,1.2,100,0,1,,,55.0,1.82,,Nuke,
Oranguru,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,,,,Multipurpose,
Oranguru,Yawn,fast,normal,1.2,0,12,4,0.0,3.0,,,,Low Quality,
Oranguru,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,,,,Low Quality,
Oranguru,Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Oranguru,Foul Play,charged,dark,1.0,70,0,1,,,45.0,1.56,,General,
Oranguru,Future Sight,charged,psychic,1.2,110,0,1,,,65.0,1.69,,Nuke,
Oranguru,Psychic,charged,psychic,1.2,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Oranguru,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Orbeetle,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,,,,Multipurpose,
Orbeetle,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Orbeetle,Bug Buzz,charged,bug,1.2,100,0,1,,,60.0,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Orbeetle,Psychic,charged,psychic,1.2,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Oricorio (Baile),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Oricorio (Baile),Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Oricorio (Baile),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Oricorio (Baile),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Oricorio (Baile),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Oricorio (Pa'u),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Oricorio (Pa'u),Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Oricorio (Pa'u),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Oricorio (Pa'u),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Oricorio (Pa'u),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Oricorio (Pom-Pom),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Oricorio (Pom-Pom),Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Oricorio (Pom-Pom),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Oricorio (Pom-Pom),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Oricorio (Pom-Pom),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Oricorio (Sensu),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Oricorio (Sensu),Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Oricorio (Sensu),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Oricorio (Sensu),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Oricorio (Sensu),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Orthworm,Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,,,,General,
Orthworm,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,,,,Multipurpose,
Orthworm,Earthquake,charged,ground,1.0,110,0,1,,,65.0,1.69,,Nuke,
Orthworm,Iron Head,charged,steel,1.2,70,0,1,,,50.0,1.4,,General,
Orthworm,Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Oshawott,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Oshawott,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Oshawott,Aqua Tail,charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Oshawott,Night Slash,charged,dark,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Oshawott,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Oshawott,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Oshawott (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Oshawott (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Oshawott (Shadow),Aqua Tail,charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Oshawott (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Oshawott (Shadow),Night Slash,charged,dark,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Oshawott (Shadow),Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Overqwil,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Overqwil,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Overqwil,Aqua Tail,charged,water,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Overqwil,Dark Pulse,charged,dark,1.2,80,0,1,,,50.0,1.6,,General,
Overqwil,Ice Beam,charged,ice,1.0,90,0,1,,,55.0,1.64,,High Energy,
Overqwil,Shadow Ball,charged,ghost,1.0,100,0,1,,,55.0,1.82,,Nuke,
Overqwil,Sludge Bomb,charged,poison,1.2,80,0,1,,,50.0,1.6,,General,
Pachirisu,Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Pachirisu,Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,,,,Multipurpose,
Pachirisu,Thunder,charged,electric,1.2,100,0,1,,,60.0,1.67,,High Energy,
Pachirisu,Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Pachirisu,Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Palafin,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Palafin,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Palafin,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,,,,Heavy Damage,
Palafin,Acrobatics,charged,flying,1.0,110,0,1,,,60.0,1.83,,General,
Palafin,Aqua Jet,charged,water,1.2,45,0,1,,,45.0,1.0,,General,
Palafin,Drain Punch,charged,fighting,1.0,20,0,1,,,40.0,0.5,100% chance +1 Def self,Boost Spam/Bait,
Palafin,Icy Wind,charged,ice,1.0,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Palafin,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Palafin_hero,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Palafin_hero,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Palafin_hero,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,,,,Heavy Damage,
Palafin_hero,Acrobatics,charged,flying,1.0,110,0,1,,,60.0,1.83,,General,
Palafin_hero,Aqua Jet,charged,water,1.2,45,0,1,,,45.0,1.0,,General,
Palafin_hero,Drain Punch,charged,fighting,1.0,20,0,1,,,40.0,0.5,100% chance +1 Def self,Boost Spam/Bait,
Palafin_hero,Icy Wind,charged,ice,1.0,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Palafin_hero,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Palafin_zero,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Palafin_zero,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,,,,Multipurpose,
Palafin_zero,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,,,,Heavy Damage,
Palafin_zero,Acrobatics,charged,flying,1.0,110,0,1,,,60.0,1.83,,General,
Palafin_zero,Aqua Jet,charged,water,1.2,45,0,1,,,45.0,1.0,,General,
Palafin_zero,Drain Punch,charged,fighting,1.0,20,0,1,,,40.0,0.5,100% chance +1 Def self,Boost Spam/Bait,
Palafin_zero,Icy Wind,charged,ice,1.0,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Palafin_zero,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Palkia,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Palkia,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Palkia,Aqua Tail,charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Palkia,Draco Meteor,charged,dragon,1.2,150,0,1,,,65.0,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Palkia,Fire Blast,charged,fire,1.0,140,0,1,,,80.0,1.75,,Nuke,
Palkia,Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Palkia,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Palkia (Origin),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Palkia (Origin),Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Palkia (Origin),Aqua Tail,charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Palkia (Origin),Draco Meteor,charged,dragon,1.2,150,0,1,,,65.0,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Palkia (Origin),Fire Blast,charged,fire,1.0,140,0,1,,,80.0,1.75,,Nuke,
Palkia (Origin),Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Palkia (Origin),Spacial Rend,charged,dragon,1.2,95,0,1,,,50.0,1.9,,General,legacy
Palkia (Shadow),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,,,,Multipurpose,
Palkia (Shadow),Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Palkia (Shadow),Aqua Tail,charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Palkia (Shadow),Draco Meteor,charged,dragon,1.2,150,0,1,,,65.0,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Palkia (Shadow),Fire Blast,charged,fire,1.0,140,0,1,,,80.0,1.75,,Nuke,
Palkia (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Palkia (Shadow),Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Palossand,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Palossand,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Palossand,Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,,,,Fast Charge,
Palossand,Earth Power,charged,ground,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Palossand,Sand Tomb,charged,ground,1.2,25,0,1,,,40.0,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Palossand,Scorching Sands,charged,ground,1.2,80,0,1,,,50.0,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
