pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,archetype,notes
Mandibuzz,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Mandibuzz,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Manectric,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Manectric,Snarl,fast,dark,1.0,5,13,3,1.67,4.33,Fast Charge,
Manectric,Thunder Fang,fast,electric,1.2,8,6,2,4.0,3.0,Multipurpose,
Manectric (Mega),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Manectric (Mega),Snarl,fast,dark,1.0,5,13,3,1.67,4.33,Fast Charge,
Manectric (Mega),Thunder Fang,fast,electric,1.2,8,6,2,4.0,3.0,Multipurpose,
Manectric (Shadow),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Manectric (Shadow),Snarl,fast,dark,1.0,5,13,3,1.67,4.33,Fast Charge,
Manectric (Shadow),Thunder Fang,fast,electric,1.2,8,6,2,4.0,3.0,Multipurpose,
Mankey,Karate Chop,fast,fighting,1.2,5,9,2,2.5,4.5,Fast Charge,
Mankey,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Mankey (Shadow),Karate Chop,fast,fighting,1.2,5,9,2,2.5,4.5,Fast Charge,
Mankey (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Mantine,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Mantine,Bullet Seed,fast,grass,1.0,5,13,3,1.67,4.33,Fast Charge,
Mantine,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Mantyke,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Mantyke,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Maractus,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Maractus,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Mareanie,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Mareanie,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Mareep,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Mareep,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Mareep (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Mareep (Shadow),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Marill,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Marill,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Marowak,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Marowak,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Marowak (Alolan),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Marowak (Alolan),Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Marowak (Alolan),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Marowak (Alolan) (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Marowak (Alolan) (Shadow),Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Marowak (Alolan) (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Marowak (Shadow),Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Marowak (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Marshadow,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Marshadow,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Marshadow,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Marshtomp,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Marshtomp,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Marshtomp (Shadow),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Marshtomp (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Maschiff,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Maschiff,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Masquerain,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Masquerain,Infestation,fast,bug,1.2,6,12,3,2.0,4.0,Fast Charge,
Maushold,Bullet Seed,fast,grass,1.0,5,13,3,1.67,4.33,Fast Charge,
Maushold,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Maushold,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Maushold_family_of_four,Bullet Seed,fast,grass,1.0,5,13,3,1.67,4.33,Fast Charge,
Maushold_family_of_four,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Maushold_family_of_four,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Maushold_family_of_three,Bullet Seed,fast,grass,1.0,5,13,3,1.67,4.33,Fast Charge,
Maushold_family_of_three,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Maushold_family_of_three,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Mawile,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Mawile,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Mawile,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
Mawile,Fire Fang,fast,fire,1.0,8,6,2,4.0,3.0,Multipurpose,
Mawile,Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Mawile (Mega),Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Mawile (Mega),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Mawile (Mega),Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
Mawile (Mega),Fire Fang,fast,fire,1.0,8,6,2,4.0,3.0,Multipurpose,
Mawile (Mega),Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Mawile (Shadow),Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Mawile (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Mawile (Shadow),Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
Mawile (Shadow),Fire Fang,fast,fire,1.0,8,6,2,4.0,3.0,Multipurpose,
Mawile (Shadow),Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Medicham,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Medicham,Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Medicham (Mega),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Medicham (Mega),Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Meditite,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Meditite,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Meganium,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,
Meganium,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Meganium,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Meganium (Shadow),Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,
Meganium (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Meganium (Shadow),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Melmetal,Thunder Shock,fast,electric,1.0,4,9,2,2.0,4.5,Fast Charge,
Meloetta (Aria),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Meloetta (Aria),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Meloetta (Pirouette),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Meloetta (Pirouette),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Meltan,Thunder Shock,fast,electric,1.0,4,9,2,2.0,4.5,Fast Charge,
Meowscarada,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Meowscarada,Leafage,fast,grass,1.2,6,7,2,3.0,3.5,General,
Meowstic (Female),Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Meowstic (Female),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Meowstic (Female),Magical Leaf,fast,grass,1.0,10,10,3,3.33,3.33,General,
Meowstic (Male),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Meowstic (Male),Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Meowth,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Meowth,Scratch,fast,normal,1.2,4,2,1,4.0,2.0,Heavy Damage,
Meowth (Alolan),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Meowth (Alolan),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Meowth (Galarian),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Meowth (Galarian),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Meowth (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Meowth (Shadow),Scratch,fast,normal,1.2,4,2,1,4.0,2.0,Heavy Damage,
Mesprit,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mesprit,Extrasensory,fast,psychic,1.2,8,10,3,2.67,3.33,General,
Metagross,Bullet Punch,fast,steel,1.2,6,7,2,3.0,3.5,General,
Metagross,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Metagross (Shadow),Bullet Punch,fast,steel,1.2,6,7,2,3.0,3.5,General,
Metagross (Shadow),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Metang,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Metang,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Metang (Shadow),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Metang (Shadow),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Metapod,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Metapod,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Metapod (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Metapod (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Mew,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Mew,Cut,fast,normal,1.0,3,2,1,3.0,2.0,Low Quality,
Mew,Dragon Tail,fast,dragon,1.0,13,9,3,4.33,3.0,Multipurpose,
Mew,Frost Breath,fast,ice,1.0,7,5,2,3.5,2.5,Heavy Damage,
Mew,Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Mew,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Mew,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Mew,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Mew,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Mew,Snarl,fast,dark,1.0,5,13,3,1.67,4.33,Fast Charge,
Mew,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Mew,Struggle Bug,fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Mew,Volt Switch,fast,electric,1.0,12,16,4,3.0,4.0,Multipurpose,
Mew,Waterfall,fast,water,1.0,12,8,3,4.0,2.67,Heavy Damage,
Mewtwo,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mewtwo,Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Mewtwo (Armored),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mewtwo (Armored),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,General,
Mewtwo (Shadow),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mewtwo (Shadow),Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Mienfoo,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Mienfoo,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Mienshao,Force Palm,fast,fighting,1.2,13,10,3,4.33,3.33,Multipurpose,
Mienshao,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Mienshao,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Mightyena,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Mightyena,Fire Fang,fast,fire,1.0,8,6,2,4.0,3.0,Multipurpose,
Mightyena,Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Mightyena,Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,Multipurpose,
Mightyena (Shadow),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Mightyena (Shadow),Fire Fang,fast,fire,1.0,8,6,2,4.0,3.0,Multipurpose,
Mightyena (Shadow),Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Mightyena (Shadow),Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,Multipurpose,
Milcery,Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Milcery,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Milotic,Dragon Tail,fast,dragon,1.0,13,9,3,4.33,3.0,Multipurpose,
Milotic,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Miltank,Rollout,fast,rock,1.0,8,13,3,2.67,4.33,Fast Charge,
Miltank,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Miltank,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Mime (Jr),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mime (Jr),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Mimikyu,Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Mimikyu,Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,Multipurpose,
Minccino,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Minccino,Pound,fast,normal,1.2,4,4,2,2.0,2.0,Low Quality,
Minior (Core),Rollout,fast,rock,1.2,8,13,3,2.67,4.33,Fast Charge,
Minior (Core),Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Minior (Meteor),Rollout,fast,rock,1.2,8,13,3,2.67,4.33,Fast Charge,
Minior (Meteor),Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Minun,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Minun,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Miraidon,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Miraidon,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Miraidon_ultimate,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Miraidon_ultimate,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Misdreavus,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Misdreavus,Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Misdreavus,Psywave,fast,psychic,1.0,3,4,1,3.0,4.0,Fast Charge,
Misdreavus (Shadow),Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Misdreavus (Shadow),Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Misdreavus (Shadow),Psywave,fast,psychic,1.0,3,4,1,3.0,4.0,Fast Charge,
Mismagius,Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Mismagius,Magical Leaf,fast,grass,1.0,10,10,3,3.33,3.33,General,
Mismagius,Psywave,fast,psychic,1.0,3,4,1,3.0,4.0,Fast Charge,
Mismagius,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Mismagius (Shadow),Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Mismagius (Shadow),Magical Leaf,fast,grass,1.0,10,10,3,3.33,3.33,General,
Mismagius (Shadow),Psywave,fast,psychic,1.0,3,4,1,3.0,4.0,Fast Charge,
Mismagius (Shadow),Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Moltres,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Moltres,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Moltres (Galarian),Sucker Punch,fast,dark,1.2,8,7,2,4.0,3.5,Multipurpose,
Moltres (Galarian),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Moltres (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Moltres (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Monferno,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Monferno,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Monferno (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Monferno (Shadow),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Morelull,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Morgrem,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Morgrem,Sucker Punch,fast,dark,1.2,8,7,2,4.0,3.5,Multipurpose,
Morpeko (Full Belly),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Morpeko (Full Belly),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Morpeko (Full Belly),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Morpeko (Hangry),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Morpeko (Hangry),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Morpeko (Hangry),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Mothim,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Mothim,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Mr. Mime,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mr. Mime,Magical Leaf,fast,grass,1.0,10,10,3,3.33,3.33,General,
Mr. Mime,Psywave,fast,psychic,1.2,3,4,1,3.0,4.0,Fast Charge,
Mr. Mime,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Mr. Mime (Galarian),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mr. Mime (Galarian),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Mr. Rime,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Mr. Rime,Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,General,
Mr. Rime,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Mudbray,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Mudbray,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Mudkip,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Mudkip,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Mudkip (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Mudkip (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Mudsdale,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Mudsdale,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Muk,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,legacy
Muk,Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Muk,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,elite
Muk,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Muk (Alolan),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Muk (Alolan),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Muk (Alolan),Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Muk (Alolan) (Shadow),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Muk (Alolan) (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Muk (Alolan) (Shadow),Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Muk (Shadow),Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Muk (Shadow),Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,elite
Muk (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Munchlax,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Munchlax,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Munna,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Munna,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Murkrow,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Murkrow,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Murkrow (Shadow),Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Murkrow (Shadow),Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Musharna,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Musharna,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Nacli,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Nacli,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Naclstack,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Naclstack,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,
Naganadel,Air Slash,fast,flying,1.0,9,9,3,3.0,3.0,General,
Naganadel,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Natu,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Natu,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Natu (Shadow),Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Natu (Shadow),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Necrozma,Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,General,
Necrozma,Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Necrozma,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Necrozma (Dawn Wings),Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,General,
Necrozma (Dawn Wings),Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Necrozma (Dawn Wings),Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,Multipurpose,
Necrozma (Dusk Mane),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Necrozma (Dusk Mane),Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Necrozma (Dusk Mane),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Necrozma (Ultra),Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,General,
Necrozma (Ultra),Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Necrozma (Ultra),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Nickit,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Nickit,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Nidoking,Double Kick,fast,fighting,1.0,8,12,3,2.67,4.0,Multipurpose,
Nidoking,Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,Fast Charge,elite
Nidoking,Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,General,
Nidoking,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Nidoking (Shadow),Double Kick,fast,fighting,1.0,8,12,3,2.67,4.0,Multipurpose,
Nidoking (Shadow),Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,Fast Charge,elite
Nidoking (Shadow),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,General,
Nidoking (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Nidoqueen,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Nidoqueen,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Nidoqueen (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Nidoqueen (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Nidoran Female,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Nidoran Female,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nidoran Female (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Nidoran Female (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nidoran Male,Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Nidoran Male,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nidoran Male (Shadow),Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Nidoran Male (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nidorina,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Nidorina,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nidorina (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Nidorina (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nidorino,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Nidorino,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nidorino (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Nidorino (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Nihilego,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Nihilego,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
