dex_parent,pokemon_id_parent,pokemon_parent,dex_child,pokemon_id_child,pokemon_child,is_self
197,umbreon,Umbreon,197,umbreon,Umbreon,True
198,murkrow,Murkrow,198,murkrow,Murkrow,True
198,murkrow,Murkrow,430,honchkrow,Honchkrow,False
198,murkrow_shadow,Murkrow (Shadow),198,murkrow_shadow,Murkrow (Shadow),True
198,murkrow_shadow,Murkrow (Shadow),430,honchkrow_shadow,Honchkrow (Shadow),False
199,slowking,Slowking,199,slowking,Slowking,True
199,slowking_galarian,Slowking (Galarian),199,slowking_galarian,Slowking (Galarian),True
199,slowking_shadow,Slowking (Shadow),199,slowking_shadow,Slowking (Shadow),True
200,misdreavus,Misdreavus,200,misdreavus,Misdreavus,True
200,misdreavus,Misdreavus,429,mismagius,Mismagius,False
200,misdreavus_shadow,Misdreavus (Shadow),200,misdreavus_shadow,Misdreavus (Shadow),True
200,misdreavus_shadow,Misdreavus (Shadow),429,mismagius_shadow,Mismagius (Shadow),False
201,unown,Unown,201,unown,Unown,True
202,wobbuffet,Wobbuffet,202,wobbuffet,Wobbuffet,True
202,wobbuffet_shadow,Wobbuffet (Shadow),202,wobbuffet_shadow,Wobbuffet (Shadow),True
203,girafarig,Girafarig,203,girafarig,Girafarig,True
203,girafarig,Girafarig,981,farigiraf,Farigiraf,False
203,girafarig_shadow,Girafarig (Shadow),203,girafarig_shadow,Girafarig (Shadow),True
204,pineco,Pineco,204,pineco,Pineco,True
204,pineco,Pineco,205,forretress,Forretress,False
204,pineco_shadow,Pineco (Shadow),204,pineco_shadow,Pineco (Shadow),True
204,pineco_shadow,Pineco (Shadow),205,forretress_shadow,Forretress (Shadow),False
205,forretress,Forretress,205,forretress,Forretress,True
205,forretress_shadow,Forretress (Shadow),205,forretress_shadow,Forretress (Shadow),True
206,dunsparce,Dunsparce,206,dunsparce,Dunsparce,True
206,dunsparce,Dunsparce,982,dudunsparce,Dudunsparce,False
206,dunsparce,Dunsparce,982,dudunsparce_three,Dudunsparce_three,False
206,dunsparce,Dunsparce,982,dudunsparce_two,Dudunsparce_two,False
207,gligar,Gligar,207,gligar,Gligar,True
207,gligar,Gligar,472,gliscor,Gliscor,False
207,gligar_shadow,Gligar (Shadow),207,gligar_shadow,Gligar (Shadow),True
207,gligar_shadow,Gligar (Shadow),472,gliscor_shadow,Gliscor (Shadow),False
208,steelix,Steelix,208,steelix,Steelix,True
208,steelix,Steelix,208,steelix_mega,Steelix (Mega),False
208,steelix_mega,Steelix (Mega),208,steelix_mega,Steelix (Mega),True
208,steelix_shadow,Steelix (Shadow),208,steelix_shadow,Steelix (Shadow),True
209,snubbull,Snubbull,209,snubbull,Snubbull,True
209,snubbull,Snubbull,210,granbull,Granbull,False
209,snubbull_shadow,Snubbull (Shadow),209,snubbull_shadow,Snubbull (Shadow),True
209,snubbull_shadow,Snubbull (Shadow),210,granbull_shadow,Granbull (Shadow),False
210,granbull,Granbull,210,granbull,Granbull,True
210,granbull_shadow,Granbull (Shadow),210,granbull_shadow,Granbull (Shadow),True
211,qwilfish,Qwilfish,211,qwilfish,Qwilfish,True
211,qwilfish_hisuian,Qwilfish (Hisuian),211,qwilfish_hisuian,Qwilfish (Hisuian),True
211,qwilfish_hisuian,Qwilfish (Hisuian),904,overqwil,Overqwil,False
212,scizor,Scizor,212,scizor,Scizor,True
212,scizor,Scizor,212,scizor_mega,Scizor (Mega),False
212,scizor_mega,Scizor (Mega),212,scizor_mega,Scizor (Mega),True
212,scizor_shadow,Scizor (Shadow),212,scizor_shadow,Scizor (Shadow),True
213,shuckle,Shuckle,213,shuckle,Shuckle,True
213,shuckle_shadow,Shuckle (Shadow),213,shuckle_shadow,Shuckle (Shadow),True
214,heracross,Heracross,214,heracross,Heracross,True
214,heracross,Heracross,214,heracross_mega,Heracross (Mega),False
214,heracross_mega,Heracross (Mega),214,heracross_mega,Heracross (Mega),True
215,sneasel,Sneasel,215,sneasel,Sneasel,True
215,sneasel,Sneasel,461,weavile,Weavile,False
215,sneasel_hisuian,Sneasel (Hisuian),215,sneasel_hisuian,Sneasel (Hisuian),True
215,sneasel_hisuian,Sneasel (Hisuian),903,sneasler,Sneasler,False
215,sneasel_hisuian_shadow,Sneasel (Hisuian) (Shadow),215,sneasel_hisuian_shadow,Sneasel (Hisuian) (Shadow),True
215,sneasel_hisuian_shadow,Sneasel (Hisuian) (Shadow),903,sneasler_shadow,Sneasler (Shadow),False
215,sneasel_shadow,Sneasel (Shadow),215,sneasel_shadow,Sneasel (Shadow),True
215,sneasel_shadow,Sneasel (Shadow),461,weavile_shadow,Weavile (Shadow),False
216,teddiursa,Teddiursa,216,teddiursa,Teddiursa,True
216,teddiursa,Teddiursa,217,ursaring,Ursaring,False
216,teddiursa,Teddiursa,901,ursaluna,Ursaluna,False
216,teddiursa_shadow,Teddiursa (Shadow),216,teddiursa_shadow,Teddiursa (Shadow),True
216,teddiursa_shadow,Teddiursa (Shadow),217,ursaring_shadow,Ursaring (Shadow),False
216,teddiursa_shadow,Teddiursa (Shadow),901,ursaluna_shadow,Ursaluna (Shadow),False
217,ursaring,Ursaring,217,ursaring,Ursaring,True
217,ursaring,Ursaring,901,ursaluna,Ursaluna,False
217,ursaring_shadow,Ursaring (Shadow),217,ursaring_shadow,Ursaring (Shadow),True
217,ursaring_shadow,Ursaring (Shadow),901,ursaluna_shadow,Ursaluna (Shadow),False
218,slugma,Slugma,218,slugma,Slugma,True
218,slugma,Slugma,219,magcargo,Magcargo,False
219,magcargo,Magcargo,219,magcargo,Magcargo,True
220,swinub,Swinub,220,swinub,Swinub,True
220,swinub,Swinub,221,piloswine,Piloswine,False
220,swinub,Swinub,473,mamoswine,Mamoswine,False
220,swinub_shadow,Swinub (Shadow),220,swinub_shadow,Swinub (Shadow),True
220,swinub_shadow,Swinub (Shadow),221,piloswine_shadow,Piloswine (Shadow),False
220,swinub_shadow,Swinub (Shadow),473,mamoswine_shadow,Mamoswine (Shadow),False
221,piloswine,Piloswine,221,piloswine,Piloswine,True
221,piloswine,Piloswine,473,mamoswine,Mamoswine,False
221,piloswine_shadow,Piloswine (Shadow),221,piloswine_shadow,Piloswine (Shadow),True
221,piloswine_shadow,Piloswine (Shadow),473,mamoswine_shadow,Mamoswine (Shadow),False
222,corsola,Corsola,222,corsola,Corsola,True
222,corsola,Corsola,864,cursola,Cursola,False
222,corsola_galarian,Corsola (Galarian),222,corsola_galarian,Corsola (Galarian),True
223,remoraid,Remoraid,223,remoraid,Remoraid,True
223,remoraid,Remoraid,224,octillery,Octillery,False
224,octillery,Octillery,224,octillery,Octillery,True
225,delibird,Delibird,225,delibird,Delibird,True
225,delibird_shadow,Delibird (Shadow),225,delibird_shadow,Delibird (Shadow),True
226,mantine,Mantine,226,mantine,Mantine,True
227,skarmory,Skarmory,227,skarmory,Skarmory,True
227,skarmory_shadow,Skarmory (Shadow),227,skarmory_shadow,Skarmory (Shadow),True
228,houndour,Houndour,228,houndour,Houndour,True
228,houndour,Houndour,229,houndoom,Houndoom,False
228,houndour,Houndour,229,houndoom_mega,Houndoom (Mega),False
228,houndour_shadow,Houndour (Shadow),228,houndour_shadow,Houndour (Shadow),True
228,houndour_shadow,Houndour (Shadow),229,houndoom_shadow,Houndoom (Shadow),False
229,houndoom,Houndoom,229,houndoom,Houndoom,True
229,houndoom,Houndoom,229,houndoom_mega,Houndoom (Mega),False
229,houndoom_mega,Houndoom (Mega),229,houndoom_mega,Houndoom (Mega),True
229,houndoom_shadow,Houndoom (Shadow),229,houndoom_shadow,Houndoom (Shadow),True
230,kingdra,Kingdra,230,kingdra,Kingdra,True
230,kingdra_shadow,Kingdra (Shadow),230,kingdra_shadow,Kingdra (Shadow),True
231,phanpy,Phanpy,231,phanpy,Phanpy,True
231,phanpy,Phanpy,232,donphan,Donphan,False
231,phanpy_shadow,Phanpy (Shadow),231,phanpy_shadow,Phanpy (Shadow),True
231,phanpy_shadow,Phanpy (Shadow),232,donphan_shadow,Donphan (Shadow),False
232,donphan,Donphan,232,donphan,Donphan,True
232,donphan_shadow,Donphan (Shadow),232,donphan_shadow,Donphan (Shadow),True
233,porygon2,Porygon2,233,porygon2,Porygon2,True
233,porygon2,Porygon2,474,porygon_z,Porygon-Z,False
233,porygon2_shadow,Porygon2 (Shadow),233,porygon2_shadow,Porygon2 (Shadow),True
233,porygon2_shadow,Porygon2 (Shadow),474,porygon_z_shadow,Porygon-Z (Shadow),False
234,stantler,Stantler,234,stantler,Stantler,True
234,stantler,Stantler,899,wyrdeer,Wyrdeer,False
234,stantler_shadow,Stantler (Shadow),234,stantler_shadow,Stantler (Shadow),True
235,smeargle,Smeargle,235,smeargle,Smeargle,True
236,tyrogue,Tyrogue,106,hitmonlee,Hitmonlee,False
236,tyrogue,Tyrogue,106,hitmonlee_shadow,Hitmonlee (Shadow),False
236,tyrogue,Tyrogue,107,hitmonchan,Hitmonchan,False
236,tyrogue,Tyrogue,107,hitmonchan_shadow,Hitmonchan (Shadow),False
236,tyrogue,Tyrogue,236,tyrogue,Tyrogue,True
236,tyrogue,Tyrogue,237,hitmontop,Hitmontop,False
236,tyrogue,Tyrogue,237,hitmontop_shadow,Hitmontop (Shadow),False
237,hitmontop,Hitmontop,237,hitmontop,Hitmontop,True
237,hitmontop_shadow,Hitmontop (Shadow),237,hitmontop_shadow,Hitmontop (Shadow),True
238,smoochum,Smoochum,124,jynx,Jynx,False
238,smoochum,Smoochum,238,smoochum,Smoochum,True
239,elekid,Elekid,125,electabuzz,Electabuzz,False
239,elekid,Elekid,125,electabuzz_shadow,Electabuzz (Shadow),False
239,elekid,Elekid,239,elekid,Elekid,True
239,elekid,Elekid,466,electivire,Electivire,False
239,elekid,Elekid,466,electivire_shadow,Electivire (Shadow),False
240,magby,Magby,126,magmar,Magmar,False
240,magby,Magby,126,magmar_shadow,Magmar (Shadow),False
240,magby,Magby,240,magby,Magby,True
240,magby,Magby,467,magmortar,Magmortar,False
240,magby,Magby,467,magmortar_shadow,Magmortar (Shadow),False
241,miltank,Miltank,241,miltank,Miltank,True
242,blissey,Blissey,242,blissey,Blissey,True
243,raikou,Raikou,243,raikou,Raikou,True
243,raikou_shadow,Raikou (Shadow),243,raikou_shadow,Raikou (Shadow),True
244,entei,Entei,244,entei,Entei,True
244,entei_shadow,Entei (Shadow),244,entei_shadow,Entei (Shadow),True
245,suicune,Suicune,245,suicune,Suicune,True
245,suicune_shadow,Suicune (Shadow),245,suicune_shadow,Suicune (Shadow),True
246,larvitar,Larvitar,246,larvitar,Larvitar,True
246,larvitar,Larvitar,247,pupitar,Pupitar,False
246,larvitar,Larvitar,248,tyranitar,Tyranitar,False
246,larvitar_shadow,Larvitar (Shadow),246,larvitar_shadow,Larvitar (Shadow),True
246,larvitar_shadow,Larvitar (Shadow),247,pupitar_shadow,Pupitar (Shadow),False
246,larvitar_shadow,Larvitar (Shadow),248,tyranitar_shadow,Tyranitar (Shadow),False
247,pupitar,Pupitar,247,pupitar,Pupitar,True
247,pupitar,Pupitar,248,tyranitar,Tyranitar,False
247,pupitar_shadow,Pupitar (Shadow),247,pupitar_shadow,Pupitar (Shadow),True
247,pupitar_shadow,Pupitar (Shadow),248,tyranitar_shadow,Tyranitar (Shadow),False
248,tyranitar,Tyranitar,248,tyranitar,Tyranitar,True
248,tyranitar,Tyranitar,248,tyranitar_mega,Tyranitar (Mega),False
248,tyranitar_mega,Tyranitar (Mega),248,tyranitar_mega,Tyranitar (Mega),True
248,tyranitar_shadow,Tyranitar (Shadow),248,tyranitar_shadow,Tyranitar (Shadow),True
249,lugia,Lugia,249,lugia,Lugia,True
249,lugia_shadow,Lugia (Shadow),249,lugia_shadow,Lugia (Shadow),True
250,ho_oh,Ho-Oh,250,ho_oh,Ho-Oh,True
250,ho_oh_shadow,Ho-Oh (Shadow),250,ho_oh_shadow,Ho-Oh (Shadow),True
251,celebi,Celebi,251,celebi,Celebi,True
252,treecko,Treecko,252,treecko,Treecko,True
252,treecko,Treecko,253,grovyle,Grovyle,False
252,treecko,Treecko,254,sceptile,Sceptile,False
252,treecko_shadow,Treecko (Shadow),252,treecko_shadow,Treecko (Shadow),True
252,treecko_shadow,Treecko (Shadow),253,grovyle_shadow,Grovyle (Shadow),False
252,treecko_shadow,Treecko (Shadow),254,sceptile_shadow,Sceptile (Shadow),False
253,grovyle,Grovyle,253,grovyle,Grovyle,True
253,grovyle,Grovyle,254,sceptile,Sceptile,False
253,grovyle_shadow,Grovyle (Shadow),253,grovyle_shadow,Grovyle (Shadow),True
253,grovyle_shadow,Grovyle (Shadow),254,sceptile_shadow,Sceptile (Shadow),False
254,sceptile,Sceptile,254,sceptile,Sceptile,True
254,sceptile,Sceptile,254,sceptile_mega,Sceptile (Mega),False
254,sceptile_mega,Sceptile (Mega),254,sceptile_mega,Sceptile (Mega),True
254,sceptile_shadow,Sceptile (Shadow),254,sceptile_shadow,Sceptile (Shadow),True
255,torchic,Torchic,255,torchic,Torchic,True
255,torchic,Torchic,256,combusken,Combusken,False
255,torchic,Torchic,257,blaziken,Blaziken,False
255,torchic_shadow,Torchic (Shadow),255,torchic_shadow,Torchic (Shadow),True
255,torchic_shadow,Torchic (Shadow),256,combusken_shadow,Combusken (Shadow),False
255,torchic_shadow,Torchic (Shadow),257,blaziken_shadow,Blaziken (Shadow),False
256,combusken,Combusken,256,combusken,Combusken,True
256,combusken,Combusken,257,blaziken,Blaziken,False
256,combusken_shadow,Combusken (Shadow),256,combusken_shadow,Combusken (Shadow),True
256,combusken_shadow,Combusken (Shadow),257,blaziken_shadow,Blaziken (Shadow),False
257,blaziken,Blaziken,257,blaziken,Blaziken,True
257,blaziken,Blaziken,257,blaziken_mega,Blaziken (Mega),False
257,blaziken_mega,Blaziken (Mega),257,blaziken_mega,Blaziken (Mega),True
257,blaziken_shadow,Blaziken (Shadow),257,blaziken_shadow,Blaziken (Shadow),True
258,mudkip,Mudkip,258,mudkip,Mudkip,True
258,mudkip,Mudkip,259,marshtomp,Marshtomp,False
258,mudkip,Mudkip,260,swampert,Swampert,False
258,mudkip_shadow,Mudkip (Shadow),258,mudkip_shadow,Mudkip (Shadow),True
258,mudkip_shadow,Mudkip (Shadow),259,marshtomp_shadow,Marshtomp (Shadow),False
258,mudkip_shadow,Mudkip (Shadow),260,swampert_shadow,Swampert (Shadow),False
259,marshtomp,Marshtomp,259,marshtomp,Marshtomp,True
259,marshtomp,Marshtomp,260,swampert,Swampert,False
259,marshtomp_shadow,Marshtomp (Shadow),259,marshtomp_shadow,Marshtomp (Shadow),True
259,marshtomp_shadow,Marshtomp (Shadow),260,swampert_shadow,Swampert (Shadow),False
260,swampert,Swampert,260,swampert,Swampert,True
260,swampert,Swampert,260,swampert_mega,Swampert (Mega),False
260,swampert_mega,Swampert (Mega),260,swampert_mega,Swampert (Mega),True
260,swampert_shadow,Swampert (Shadow),260,swampert_shadow,Swampert (Shadow),True
261,poochyena,Poochyena,261,poochyena,Poochyena,True
261,poochyena,Poochyena,262,mightyena,Mightyena,False
261,poochyena_shadow,Poochyena (Shadow),261,poochyena_shadow,Poochyena (Shadow),True
261,poochyena_shadow,Poochyena (Shadow),262,mightyena_shadow,Mightyena (Shadow),False
262,mightyena,Mightyena,262,mightyena,Mightyena,True
262,mightyena_shadow,Mightyena (Shadow),262,mightyena_shadow,Mightyena (Shadow),True
263,zigzagoon,Zigzagoon,263,zigzagoon,Zigzagoon,True
263,zigzagoon,Zigzagoon,264,linoone,Linoone,False
263,zigzagoon_galarian,Zigzagoon (Galarian),263,zigzagoon_galarian,Zigzagoon (Galarian),True
263,zigzagoon_galarian,Zigzagoon (Galarian),264,linoone_galarian,Linoone (Galarian),False
263,zigzagoon_galarian,Zigzagoon (Galarian),862,obstagoon,Obstagoon,False
263,zigzagoon_galarian_shadow,Zigzagoon (Galarian) (Shadow),263,zigzagoon_galarian_shadow,Zigzagoon (Galarian) (Shadow),True
263,zigzagoon_galarian_shadow,Zigzagoon (Galarian) (Shadow),264,linoone_galarian_shadow,Linoone (Galarian) (Shadow),False
263,zigzagoon_galarian_shadow,Zigzagoon (Galarian) (Shadow),862,obstagoon_shadow,Obstagoon (Shadow),False
264,linoone,Linoone,264,linoone,Linoone,True
264,linoone_galarian,Linoone (Galarian),264,linoone_galarian,Linoone (Galarian),True
264,linoone_galarian,Linoone (Galarian),862,obstagoon,Obstagoon,False
264,linoone_galarian_shadow,Linoone (Galarian) (Shadow),264,linoone_galarian_shadow,Linoone (Galarian) (Shadow),True
264,linoone_galarian_shadow,Linoone (Galarian) (Shadow),862,obstagoon_shadow,Obstagoon (Shadow),False
265,wurmple,Wurmple,265,wurmple,Wurmple,True
265,wurmple,Wurmple,266,silcoon,Silcoon,False
265,wurmple,Wurmple,267,beautifly,Beautifly,False
265,wurmple,Wurmple,268,cascoon,Cascoon,False
265,wurmple,Wurmple,269,dustox,Dustox,False
266,silcoon,Silcoon,266,silcoon,Silcoon,True
266,silcoon,Silcoon,267,beautifly,Beautifly,False
267,beautifly,Beautifly,267,beautifly,Beautifly,True
268,cascoon,Cascoon,268,cascoon,Cascoon,True
268,cascoon,Cascoon,269,dustox,Dustox,False
269,dustox,Dustox,269,dustox,Dustox,True
270,lotad,Lotad,270,lotad,Lotad,True
270,lotad,Lotad,271,lombre,Lombre,False
270,lotad,Lotad,272,ludicolo,Ludicolo,False
271,lombre,Lombre,271,lombre,Lombre,True
271,lombre,Lombre,272,ludicolo,Ludicolo,False
272,ludicolo,Ludicolo,272,ludicolo,Ludicolo,True
273,seedot,Seedot,273,seedot,Seedot,True
273,seedot,Seedot,274,nuzleaf,Nuzleaf,False
273,seedot,Seedot,275,shiftry,Shiftry,False
273,seedot_shadow,Seedot (Shadow),273,seedot_shadow,Seedot (Shadow),True
273,seedot_shadow,Seedot (Shadow),274,nuzleaf_shadow,Nuzleaf (Shadow),False
273,seedot_shadow,Seedot (Shadow),275,shiftry_shadow,Shiftry (Shadow),False
274,nuzleaf,Nuzleaf,274,nuzleaf,Nuzleaf,True
274,nuzleaf,Nuzleaf,275,shiftry,Shiftry,False
274,nuzleaf_shadow,Nuzleaf (Shadow),274,nuzleaf_shadow,Nuzleaf (Shadow),True
274,nuzleaf_shadow,Nuzleaf (Shadow),275,shiftry_shadow,Shiftry (Shadow),False
275,shiftry,Shiftry,275,shiftry,Shiftry,True
275,shiftry_shadow,Shiftry (Shadow),275,shiftry_shadow,Shiftry (Shadow),True
276,taillow,Taillow,276,taillow,Taillow,True
276,taillow,Taillow,277,swellow,Swellow,False
276,taillow_shadow,Taillow (Shadow),276,taillow_shadow,Taillow (Shadow),True
276,taillow_shadow,Taillow (Shadow),277,swellow_shadow,Swellow (Shadow),False
277,swellow,Swellow,277,swellow,Swellow,True
277,swellow_shadow,Swellow (Shadow),277,swellow_shadow,Swellow (Shadow),True
278,wingull,Wingull,278,wingull,Wingull,True
278,wingull,Wingull,279,pelipper,Pelipper,False
279,pelipper,Pelipper,279,pelipper,Pelipper,True
280,ralts,Ralts,280,ralts,Ralts,True
280,ralts,Ralts,281,kirlia,Kirlia,False
280,ralts,Ralts,282,gardevoir,Gardevoir,False
280,ralts,Ralts,475,gallade,Gallade,False
280,ralts_shadow,Ralts (Shadow),280,ralts_shadow,Ralts (Shadow),True
280,ralts_shadow,Ralts (Shadow),281,kirlia_shadow,Kirlia (Shadow),False
280,ralts_shadow,Ralts (Shadow),282,gardevoir_shadow,Gardevoir (Shadow),False
280,ralts_shadow,Ralts (Shadow),475,gallade_shadow,Gallade (Shadow),False
281,kirlia,Kirlia,281,kirlia,Kirlia,True
281,kirlia,Kirlia,282,gardevoir,Gardevoir,False
281,kirlia,Kirlia,475,gallade,Gallade,False
281,kirlia_shadow,Kirlia (Shadow),281,kirlia_shadow,Kirlia (Shadow),True
281,kirlia_shadow,Kirlia (Shadow),282,gardevoir_shadow,Gardevoir (Shadow),False
281,kirlia_shadow,Kirlia (Shadow),475,gallade_shadow,Gallade (Shadow),False
282,gardevoir,Gardevoir,282,gardevoir,Gardevoir,True
282,gardevoir,Gardevoir,282,gardevoir_mega,Gardevoir (Mega),False
282,gardevoir_mega,Gardevoir (Mega),282,gardevoir_mega,Gardevoir (Mega),True
282,gardevoir_shadow,Gardevoir (Shadow),282,gardevoir_shadow,Gardevoir (Shadow),True
283,surskit,Surskit,283,surskit,Surskit,True
283,surskit,Surskit,284,masquerain,Masquerain,False
284,masquerain,Masquerain,284,masquerain,Masquerain,True
285,shroomish,Shroomish,285,shroomish,Shroomish,True
285,shroomish,Shroomish,286,breloom,Breloom,False
286,breloom,Breloom,286,breloom,Breloom,True
287,slakoth,Slakoth,287,slakoth,Slakoth,True
287,slakoth,Slakoth,288,vigoroth,Vigoroth,False
287,slakoth,Slakoth,289,slaking,Slaking,False
288,vigoroth,Vigoroth,288,vigoroth,Vigoroth,True
288,vigoroth,Vigoroth,289,slaking,Slaking,False
289,slaking,Slaking,289,slaking,Slaking,True
290,nincada,Nincada,290,nincada,Nincada,True
290,nincada,Nincada,291,ninjask,Ninjask,False
290,nincada,Nincada,292,shedinja,Shedinja,False
291,ninjask,Ninjask,291,ninjask,Ninjask,True
292,shedinja,Shedinja,292,shedinja,Shedinja,True
293,whismur,Whismur,293,whismur,Whismur,True
293,whismur,Whismur,294,loudred,Loudred,False
293,whismur,Whismur,295,exploud,Exploud,False
293,whismur_shadow,Whismur (Shadow),293,whismur_shadow,Whismur (Shadow),True
293,whismur_shadow,Whismur (Shadow),294,loudred_shadow,Loudred (Shadow),False
293,whismur_shadow,Whismur (Shadow),295,exploud_shadow,Exploud (Shadow),False
294,loudred,Loudred,294,loudred,Loudred,True
294,loudred,Loudred,295,exploud,Exploud,False
294,loudred_shadow,Loudred (Shadow),294,loudred_shadow,Loudred (Shadow),True
294,loudred_shadow,Loudred (Shadow),295,exploud_shadow,Exploud (Shadow),False
295,exploud,Exploud,295,exploud,Exploud,True
295,exploud_shadow,Exploud (Shadow),295,exploud_shadow,Exploud (Shadow),True
296,makuhita,Makuhita,296,makuhita,Makuhita,True
296,makuhita,Makuhita,297,hariyama,Hariyama,False
296,makuhita_shadow,Makuhita (Shadow),296,makuhita_shadow,Makuhita (Shadow),True
296,makuhita_shadow,Makuhita (Shadow),297,hariyama_shadow,Hariyama (Shadow),False
297,hariyama,Hariyama,297,hariyama,Hariyama,True
297,hariyama_shadow,Hariyama (Shadow),297,hariyama_shadow,Hariyama (Shadow),True
298,azurill,Azurill,183,marill,Marill,False
298,azurill,Azurill,184,azumarill,Azumarill,False
298,azurill,Azurill,298,azurill,Azurill,True
299,nosepass,Nosepass,299,nosepass,Nosepass,True
299,nosepass,Nosepass,476,probopass,Probopass,False
299,nosepass_shadow,Nosepass (Shadow),299,nosepass_shadow,Nosepass (Shadow),True
299,nosepass_shadow,Nosepass (Shadow),476,probopass_shadow,Probopass (Shadow),False
300,skitty,Skitty,300,skitty,Skitty,True
300,skitty,Skitty,301,delcatty,Delcatty,False
301,delcatty,Delcatty,301,delcatty,Delcatty,True
302,sableye,Sableye,302,sableye,Sableye,True
302,sableye,Sableye,302,sableye_mega,Sableye (Mega),False
302,sableye_mega,Sableye (Mega),302,sableye_mega,Sableye (Mega),True
302,sableye_shadow,Sableye (Shadow),302,sableye_shadow,Sableye (Shadow),True
303,mawile,Mawile,303,mawile,Mawile,True
303,mawile,Mawile,303,mawile_mega,Mawile (Mega),False
303,mawile_mega,Mawile (Mega),303,mawile_mega,Mawile (Mega),True
303,mawile_shadow,Mawile (Shadow),303,mawile_shadow,Mawile (Shadow),True
304,aron,Aron,304,aron,Aron,True
304,aron,Aron,305,lairon,Lairon,False
304,aron,Aron,306,aggron,Aggron,False
304,aron_shadow,Aron (Shadow),304,aron_shadow,Aron (Shadow),True
304,aron_shadow,Aron (Shadow),305,lairon_shadow,Lairon (Shadow),False
304,aron_shadow,Aron (Shadow),306,aggron_shadow,Aggron (Shadow),False
305,lairon,Lairon,305,lairon,Lairon,True
305,lairon,Lairon,306,aggron,Aggron,False
305,lairon_shadow,Lairon (Shadow),305,lairon_shadow,Lairon (Shadow),True
305,lairon_shadow,Lairon (Shadow),306,aggron_shadow,Aggron (Shadow),False
306,aggron,Aggron,306,aggron,Aggron,True
306,aggron,Aggron,306,aggron_mega,Aggron (Mega),False
306,aggron_mega,Aggron (Mega),306,aggron_mega,Aggron (Mega),True
306,aggron_shadow,Aggron (Shadow),306,aggron_shadow,Aggron (Shadow),True
307,meditite,Meditite,307,meditite,Meditite,True
307,meditite,Meditite,308,medicham,Medicham,False
308,medicham,Medicham,308,medicham,Medicham,True
308,medicham,Medicham,308,medicham_mega,Medicham (Mega),False
308,medicham_mega,Medicham (Mega),308,medicham_mega,Medicham (Mega),True
309,electrike,Electrike,309,electrike,Electrike,True
309,electrike,Electrike,310,manectric,Manectric,False
309,electrike,Electrike,310,manectric_mega,Manectric (Mega),False
309,electrike_shadow,Electrike (Shadow),309,electrike_shadow,Electrike (Shadow),True
309,electrike_shadow,Electrike (Shadow),310,manectric_shadow,Manectric (Shadow),False
310,manectric,Manectric,310,manectric,Manectric,True
310,manectric,Manectric,310,manectric_mega,Manectric (Mega),False
310,manectric_mega,Manectric (Mega),310,manectric_mega,Manectric (Mega),True
310,manectric_shadow,Manectric (Shadow),310,manectric_shadow,Manectric (Shadow),True
311,plusle,Plusle,311,plusle,Plusle,True
312,minun,Minun,312,minun,Minun,True
313,volbeat,Volbeat,313,volbeat,Volbeat,True
314,illumise,Illumise,314,illumise,Illumise,True
315,roselia,Roselia,315,roselia,Roselia,True
315,roselia,Roselia,407,roserade,Roserade,False
316,gulpin,Gulpin,316,gulpin,Gulpin,True
316,gulpin,Gulpin,317,swalot,Swalot,False
317,swalot,Swalot,317,swalot,Swalot,True
318,carvanha,Carvanha,318,carvanha,Carvanha,True
318,carvanha,Carvanha,319,sharpedo,Sharpedo,False
318,carvanha_shadow,Carvanha (Shadow),318,carvanha_shadow,Carvanha (Shadow),True
318,carvanha_shadow,Carvanha (Shadow),319,sharpedo_shadow,Sharpedo (Shadow),False
319,sharpedo,Sharpedo,319,sharpedo,Sharpedo,True
319,sharpedo_shadow,Sharpedo (Shadow),319,sharpedo_shadow,Sharpedo (Shadow),True
320,wailmer,Wailmer,320,wailmer,Wailmer,True
320,wailmer,Wailmer,321,wailord,Wailord,False
320,wailmer_shadow,Wailmer (Shadow),320,wailmer_shadow,Wailmer (Shadow),True
320,wailmer_shadow,Wailmer (Shadow),321,wailord_shadow,Wailord (Shadow),False
321,wailord,Wailord,321,wailord,Wailord,True
321,wailord_shadow,Wailord (Shadow),321,wailord_shadow,Wailord (Shadow),True
322,numel,Numel,322,numel,Numel,True
322,numel,Numel,323,camerupt,Camerupt,False
322,numel_shadow,Numel (Shadow),322,numel_shadow,Numel (Shadow),True
322,numel_shadow,Numel (Shadow),323,camerupt_shadow,Camerupt (Shadow),False
323,camerupt,Camerupt,323,camerupt,Camerupt,True
323,camerupt_shadow,Camerupt (Shadow),323,camerupt_shadow,Camerupt (Shadow),True
324,torkoal,Torkoal,324,torkoal,Torkoal,True
325,spoink,Spoink,325,spoink,Spoink,True
325,spoink,Spoink,326,grumpig,Grumpig,False
325,spoink_shadow,Spoink (Shadow),325,spoink_shadow,Spoink (Shadow),True
325,spoink_shadow,Spoink (Shadow),326,grumpig_shadow,Grumpig (Shadow),False
326,grumpig,Grumpig,326,grumpig,Grumpig,True
326,grumpig_shadow,Grumpig (Shadow),326,grumpig_shadow,Grumpig (Shadow),True
327,spinda,Spinda,327,spinda,Spinda,True
328,trapinch,Trapinch,328,trapinch,Trapinch,True
328,trapinch,Trapinch,329,vibrava,Vibrava,False
328,trapinch,Trapinch,330,flygon,Flygon,False
