pokemon,attacking_type,multiplier
Arceus (Dragon),poison,1.0
Arceus (Dragon),ground,1.0
Arceus (Dragon),rock,1.0
Arceus (Dragon),bug,1.0
Arceus (Dragon),ghost,1.0
Arceus (Dragon),steel,1.0
Arceus (Dragon),fire,0.625
Arceus (Dragon),water,0.625
Arceus (Dragon),grass,0.625
Arceus (Dragon),electric,0.625
Arceus (Dragon),psychic,1.0
Arceus (Dragon),ice,1.6
Arceus (Dragon),dragon,1.6
Arceus (Dragon),dark,1.0
Arceus (Dragon),fairy,1.6
Arceus (Electric),normal,1.0
Arceus (Electric),fighting,1.0
Arceus (Electric),flying,0.625
Arceus (Electric),poison,1.0
Arceus (Electric),ground,1.6
Arceus (Electric),rock,1.0
Arceus (Electric),bug,1.0
Arceus (Electric),ghost,1.0
Arceus (Electric),steel,0.625
Arceus (Electric),fire,1.0
Arceus (Electric),water,1.0
Arceus (Electric),grass,1.0
Arceus (Electric),electric,0.625
Arceus (Electric),psychic,1.0
Arceus (Electric),ice,1.0
Arceus (Electric),dragon,1.0
Arceus (Electric),dark,1.0
Arceus (Electric),fairy,1.0
Arceus (Fairy),normal,1.0
Arceus (Fairy),fighting,0.625
Arceus (Fairy),flying,1.0
Arceus (Fairy),poison,1.6
Arceus (Fairy),ground,1.0
Arceus (Fairy),rock,1.0
Arceus (Fairy),bug,0.625
Arceus (Fairy),ghost,1.0
Arceus (Fairy),steel,1.6
Arceus (Fairy),fire,1.0
Arceus (Fairy),water,1.0
Arceus (Fairy),grass,1.0
Arceus (Fairy),electric,1.0
Arceus (Fairy),psychic,1.0
Arceus (Fairy),ice,1.0
Arceus (Fairy),dragon,0.391
Arceus (Fairy),dark,0.625
Arceus (Fairy),fairy,1.0
Arceus (Fighting),normal,1.0
Arceus (Fighting),fighting,1.0
Arceus (Fighting),flying,1.6
Arceus (Fighting),poison,1.0
Arceus (Fighting),ground,1.0
Arceus (Fighting),rock,0.625
Arceus (Fighting),bug,0.625
Arceus (Fighting),ghost,1.0
Arceus (Fighting),steel,1.0
Arceus (Fighting),fire,1.0
Arceus (Fighting),water,1.0
Arceus (Fighting),grass,1.0
Arceus (Fighting),electric,1.0
Arceus (Fighting),psychic,1.6
Arceus (Fighting),ice,1.0
Arceus (Fighting),dragon,1.0
Arceus (Fighting),dark,0.625
Arceus (Fighting),fairy,1.6
Arceus (Fire),normal,1.0
Arceus (Fire),fighting,1.0
Arceus (Fire),flying,1.0
Arceus (Fire),poison,1.0
Arceus (Fire),ground,1.6
Arceus (Fire),rock,1.6
Arceus (Fire),bug,0.625
Arceus (Fire),ghost,1.0
Arceus (Fire),steel,0.625
Arceus (Fire),fire,0.625
Arceus (Fire),water,1.6
Arceus (Fire),grass,0.625
Arceus (Fire),electric,1.0
Arceus (Fire),psychic,1.0
Arceus (Fire),ice,0.625
Arceus (Fire),dragon,1.0
Arceus (Fire),dark,1.0
Arceus (Fire),fairy,0.625
Arceus (Flying),normal,1.0
Arceus (Flying),fighting,0.625
Arceus (Flying),flying,1.0
Arceus (Flying),poison,1.0
Arceus (Flying),ground,0.391
Arceus (Flying),rock,1.6
Arceus (Flying),bug,1.0
Arceus (Flying),ghost,1.0
Arceus (Flying),steel,1.0
Arceus (Flying),fire,1.0
Arceus (Flying),water,1.0
Arceus (Flying),grass,0.625
Arceus (Flying),electric,1.6
Arceus (Flying),psychic,1.0
Arceus (Flying),ice,1.6
Arceus (Flying),dragon,1.0
Arceus (Flying),dark,1.0
Arceus (Flying),fairy,1.0
Arceus (Ghost),normal,0.391
Arceus (Ghost),fighting,0.391
Arceus (Ghost),flying,1.0
Arceus (Ghost),poison,0.625
Arceus (Ghost),ground,1.0
Arceus (Ghost),rock,1.0
Arceus (Ghost),bug,0.625
Arceus (Ghost),ghost,1.6
Arceus (Ghost),steel,1.0
Arceus (Ghost),fire,1.0
Arceus (Ghost),water,1.0
Arceus (Ghost),grass,1.0
Arceus (Ghost),electric,1.0
Arceus (Ghost),psychic,1.0
Arceus (Ghost),ice,1.0
Arceus (Ghost),dragon,1.0
Arceus (Ghost),dark,1.6
Arceus (Ghost),fairy,1.0
Arceus (Grass),normal,1.0
Arceus (Grass),fighting,1.0
Arceus (Grass),flying,1.6
Arceus (Grass),poison,1.6
Arceus (Grass),ground,0.625
Arceus (Grass),rock,1.0
Arceus (Grass),bug,1.6
Arceus (Grass),ghost,1.0
Arceus (Grass),steel,1.0
Arceus (Grass),fire,1.6
Arceus (Grass),water,0.625
Arceus (Grass),grass,0.625
Arceus (Grass),electric,0.625
Arceus (Grass),psychic,1.0
Arceus (Grass),ice,1.6
Arceus (Grass),dragon,1.0
Arceus (Grass),dark,1.0
Arceus (Grass),fairy,1.0
Arceus (Ground),normal,1.0
Arceus (Ground),fighting,1.0
Arceus (Ground),flying,1.0
Arceus (Ground),poison,0.625
Arceus (Ground),ground,1.0
Arceus (Ground),rock,0.625
Arceus (Ground),bug,1.0
Arceus (Ground),ghost,1.0
Arceus (Ground),steel,1.0
Arceus (Ground),fire,1.0
Arceus (Ground),water,1.6
Arceus (Ground),grass,1.6
Arceus (Ground),electric,0.391
Arceus (Ground),psychic,1.0
Arceus (Ground),ice,1.6
Arceus (Ground),dragon,1.0
Arceus (Ground),dark,1.0
Arceus (Ground),fairy,1.0
Arceus (Ice),normal,1.0
Arceus (Ice),fighting,1.6
Arceus (Ice),flying,1.0
Arceus (Ice),poison,1.0
Arceus (Ice),ground,1.0
Arceus (Ice),rock,1.6
Arceus (Ice),bug,1.0
Arceus (Ice),ghost,1.0
Arceus (Ice),steel,1.6
Arceus (Ice),fire,1.6
Arceus (Ice),water,1.0
Arceus (Ice),grass,1.0
Arceus (Ice),electric,1.0
Arceus (Ice),psychic,1.0
Arceus (Ice),ice,0.625
Arceus (Ice),dragon,1.0
Arceus (Ice),dark,1.0
Arceus (Ice),fairy,1.0
Arceus (Poison),normal,1.0
Arceus (Poison),fighting,0.625
Arceus (Poison),flying,1.0
Arceus (Poison),poison,0.625
Arceus (Poison),ground,1.6
Arceus (Poison),rock,1.0
Arceus (Poison),bug,0.625
Arceus (Poison),ghost,1.0
Arceus (Poison),steel,1.0
Arceus (Poison),fire,1.0
Arceus (Poison),water,1.0
Arceus (Poison),grass,0.625
Arceus (Poison),electric,1.0
Arceus (Poison),psychic,1.6
Arceus (Poison),ice,1.0
Arceus (Poison),dragon,1.0
Arceus (Poison),dark,1.0
Arceus (Poison),fairy,0.625
Arceus (Psychic),normal,1.0
Arceus (Psychic),fighting,0.625
Arceus (Psychic),flying,1.0
Arceus (Psychic),poison,1.0
Arceus (Psychic),ground,1.0
Arceus (Psychic),rock,1.0
Arceus (Psychic),bug,1.6
Arceus (Psychic),ghost,1.6
Arceus (Psychic),steel,1.0
Arceus (Psychic),fire,1.0
Arceus (Psychic),water,1.0
Arceus (Psychic),grass,1.0
Arceus (Psychic),electric,1.0
Arceus (Psychic),psychic,0.625
Arceus (Psychic),ice,1.0
Arceus (Psychic),dragon,1.0
Arceus (Psychic),dark,1.6
Arceus (Psychic),fairy,1.0
Arceus (Rock),normal,0.625
Arceus (Rock),fighting,1.6
Arceus (Rock),flying,0.625
Arceus (Rock),poison,0.625
Arceus (Rock),ground,1.6
Arceus (Rock),rock,1.0
Arceus (Rock),bug,1.0
Arceus (Rock),ghost,1.0
Arceus (Rock),steel,1.6
Arceus (Rock),fire,0.625
Arceus (Rock),water,1.6
Arceus (Rock),grass,1.6
Arceus (Rock),electric,1.0
Arceus (Rock),psychic,1.0
Arceus (Rock),ice,1.0
Arceus (Rock),dragon,1.0
Arceus (Rock),dark,1.0
Arceus (Rock),fairy,1.0
Arceus (Steel),normal,0.625
Arceus (Steel),fighting,1.6
Arceus (Steel),flying,0.625
Arceus (Steel),poison,0.391
Arceus (Steel),ground,1.6
Arceus (Steel),rock,0.625
Arceus (Steel),bug,0.625
Arceus (Steel),ghost,1.0
Arceus (Steel),steel,0.625
Arceus (Steel),fire,1.6
Arceus (Steel),water,1.0
Arceus (Steel),grass,0.625
Arceus (Steel),electric,1.0
Arceus (Steel),psychic,0.625
Arceus (Steel),ice,0.625
Arceus (Steel),dragon,0.625
Arceus (Steel),dark,1.0
Arceus (Steel),fairy,0.625
Arceus (Water),normal,1.0
Arceus (Water),fighting,1.0
Arceus (Water),flying,1.0
Arceus (Water),poison,1.0
Arceus (Water),ground,1.0
Arceus (Water),rock,1.0
Arceus (Water),bug,1.0
Arceus (Water),ghost,1.0
Arceus (Water),steel,0.625
Arceus (Water),fire,0.625
Arceus (Water),water,0.625
Arceus (Water),grass,1.6
Arceus (Water),electric,1.6
Arceus (Water),psychic,1.0
Arceus (Water),ice,0.625
Arceus (Water),dragon,1.0
Arceus (Water),dark,1.0
Arceus (Water),fairy,1.0
Victini,normal,1.0
Victini,fighting,0.625
Victini,flying,1.0
Victini,poison,1.0
Victini,ground,1.6
Victini,rock,1.6
Victini,bug,1.0
Victini,ghost,1.6
Victini,steel,0.625
Victini,fire,0.625
Victini,water,1.6
Victini,grass,0.625
Victini,electric,1.0
Victini,psychic,0.625
Victini,ice,0.625
Victini,dragon,1.0
Victini,dark,1.6
Victini,fairy,0.625
Snivy,normal,1.0
Snivy,fighting,1.0
Snivy,flying,1.6
Snivy,poison,1.6
Snivy,ground,0.625
Snivy,rock,1.0
Snivy,bug,1.6
Snivy,ghost,1.0
Snivy,steel,1.0
Snivy,fire,1.6
Snivy,water,0.625
Snivy,grass,0.625
Snivy,electric,0.625
Snivy,psychic,1.0
Snivy,ice,1.6
Snivy,dragon,1.0
Snivy,dark,1.0
Snivy,fairy,1.0
Snivy (Shadow),normal,1.0
Snivy (Shadow),fighting,1.0
Snivy (Shadow),flying,1.6
Snivy (Shadow),poison,1.6
Snivy (Shadow),ground,0.625
Snivy (Shadow),rock,1.0
Snivy (Shadow),bug,1.6
Snivy (Shadow),ghost,1.0
Snivy (Shadow),steel,1.0
Snivy (Shadow),fire,1.6
Snivy (Shadow),water,0.625
Snivy (Shadow),grass,0.625
Snivy (Shadow),electric,0.625
Snivy (Shadow),psychic,1.0
Snivy (Shadow),ice,1.6
Snivy (Shadow),dragon,1.0
Snivy (Shadow),dark,1.0
Snivy (Shadow),fairy,1.0
Servine,normal,1.0
Servine,fighting,1.0
Servine,flying,1.6
Servine,poison,1.6
Servine,ground,0.625
Servine,rock,1.0
Servine,bug,1.6
Servine,ghost,1.0
Servine,steel,1.0
Servine,fire,1.6
Servine,water,0.625
Servine,grass,0.625
Servine,electric,0.625
Servine,psychic,1.0
Servine,ice,1.6
Servine,dragon,1.0
Servine,dark,1.0
Servine,fairy,1.0
Servine (Shadow),normal,1.0
Servine (Shadow),fighting,1.0
Servine (Shadow),flying,1.6
Servine (Shadow),poison,1.6
Servine (Shadow),ground,0.625
Servine (Shadow),rock,1.0
Servine (Shadow),bug,1.6
Servine (Shadow),ghost,1.0
Servine (Shadow),steel,1.0
Servine (Shadow),fire,1.6
Servine (Shadow),water,0.625
Servine (Shadow),grass,0.625
Servine (Shadow),electric,0.625
Servine (Shadow),psychic,1.0
Servine (Shadow),ice,1.6
Servine (Shadow),dragon,1.0
Servine (Shadow),dark,1.0
Servine (Shadow),fairy,1.0
Serperior,normal,1.0
Serperior,fighting,1.0
Serperior,flying,1.6
Serperior,poison,1.6
Serperior,ground,0.625
Serperior,rock,1.0
Serperior,bug,1.6
Serperior,ghost,1.0
Serperior,steel,1.0
Serperior,fire,1.6
Serperior,water,0.625
Serperior,grass,0.625
Serperior,electric,0.625
Serperior,psychic,1.0
Serperior,ice,1.6
Serperior,dragon,1.0
Serperior,dark,1.0
Serperior,fairy,1.0
Serperior (Shadow),normal,1.0
Serperior (Shadow),fighting,1.0
Serperior (Shadow),flying,1.6
Serperior (Shadow),poison,1.6
Serperior (Shadow),ground,0.625
Serperior (Shadow),rock,1.0
Serperior (Shadow),bug,1.6
Serperior (Shadow),ghost,1.0
Serperior (Shadow),steel,1.0
Serperior (Shadow),fire,1.6
Serperior (Shadow),water,0.625
Serperior (Shadow),grass,0.625
Serperior (Shadow),electric,0.625
Serperior (Shadow),psychic,1.0
Serperior (Shadow),ice,1.6
Serperior (Shadow),dragon,1.0
Serperior (Shadow),dark,1.0
Serperior (Shadow),fairy,1.0
Tepig,normal,1.0
Tepig,fighting,1.0
Tepig,flying,1.0
Tepig,poison,1.0
Tepig,ground,1.6
Tepig,rock,1.6
Tepig,bug,0.625
Tepig,ghost,1.0
Tepig,steel,0.625
Tepig,fire,0.625
Tepig,water,1.6
Tepig,grass,0.625
Tepig,electric,1.0
Tepig,psychic,1.0
Tepig,ice,0.625
Tepig,dragon,1.0
Tepig,dark,1.0
Tepig,fairy,0.625
Tepig (Shadow),normal,1.0
Tepig (Shadow),fighting,1.0
Tepig (Shadow),flying,1.0
Tepig (Shadow),poison,1.0
Tepig (Shadow),ground,1.6
Tepig (Shadow),rock,1.6
Tepig (Shadow),bug,0.625
Tepig (Shadow),ghost,1.0
Tepig (Shadow),steel,0.625
Tepig (Shadow),fire,0.625
Tepig (Shadow),water,1.6
Tepig (Shadow),grass,0.625
Tepig (Shadow),electric,1.0
Tepig (Shadow),psychic,1.0
Tepig (Shadow),ice,0.625
Tepig (Shadow),dragon,1.0
Tepig (Shadow),dark,1.0
Tepig (Shadow),fairy,0.625
Pignite,normal,1.0
Pignite,fighting,1.0
Pignite,flying,1.6
Pignite,poison,1.0
Pignite,ground,1.6
Pignite,rock,1.0
Pignite,bug,0.391
Pignite,ghost,1.0
Pignite,steel,0.625
Pignite,fire,0.625
Pignite,water,1.6
Pignite,grass,0.625
Pignite,electric,1.0
Pignite,psychic,1.6
Pignite,ice,0.625
Pignite,dragon,1.0
Pignite,dark,0.625
Pignite,fairy,1.0
Pignite (Shadow),normal,1.0
Pignite (Shadow),fighting,1.0
Pignite (Shadow),flying,1.6
Pignite (Shadow),poison,1.0
Pignite (Shadow),ground,1.6
Pignite (Shadow),rock,1.0
Pignite (Shadow),bug,0.391
Pignite (Shadow),ghost,1.0
Pignite (Shadow),steel,0.625
Pignite (Shadow),fire,0.625
Pignite (Shadow),water,1.6
Pignite (Shadow),grass,0.625
Pignite (Shadow),electric,1.0
Pignite (Shadow),psychic,1.6
Pignite (Shadow),ice,0.625
Pignite (Shadow),dragon,1.0
Pignite (Shadow),dark,0.625
Pignite (Shadow),fairy,1.0
Emboar,normal,1.0
Emboar,fighting,1.0
Emboar,flying,1.6
Emboar,poison,1.0
Emboar,ground,1.6
Emboar,rock,1.0
Emboar,bug,0.391
Emboar,ghost,1.0
Emboar,steel,0.625
Emboar,fire,0.625
Emboar,water,1.6
Emboar,grass,0.625
Emboar,electric,1.0
Emboar,psychic,1.6
Emboar,ice,0.625
Emboar,dragon,1.0
Emboar,dark,0.625
Emboar,fairy,1.0
Emboar (Shadow),normal,1.0
Emboar (Shadow),fighting,1.0
Emboar (Shadow),flying,1.6
Emboar (Shadow),poison,1.0
Emboar (Shadow),ground,1.6
Emboar (Shadow),rock,1.0
Emboar (Shadow),bug,0.391
Emboar (Shadow),ghost,1.0
Emboar (Shadow),steel,0.625
Emboar (Shadow),fire,0.625
Emboar (Shadow),water,1.6
Emboar (Shadow),grass,0.625
Emboar (Shadow),electric,1.0
Emboar (Shadow),psychic,1.6
Emboar (Shadow),ice,0.625
Emboar (Shadow),dragon,1.0
Emboar (Shadow),dark,0.625
Emboar (Shadow),fairy,1.0
Oshawott,normal,1.0
Oshawott,fighting,1.0
Oshawott,flying,1.0
Oshawott,poison,1.0
Oshawott,ground,1.0
Oshawott,rock,1.0
Oshawott,bug,1.0
Oshawott,ghost,1.0
Oshawott,steel,0.625
Oshawott,fire,0.625
Oshawott,water,0.625
Oshawott,grass,1.6
Oshawott,electric,1.6
Oshawott,psychic,1.0
Oshawott,ice,0.625
Oshawott,dragon,1.0
Oshawott,dark,1.0
Oshawott,fairy,1.0
Oshawott (Shadow),normal,1.0
Oshawott (Shadow),fighting,1.0
Oshawott (Shadow),flying,1.0
Oshawott (Shadow),poison,1.0
Oshawott (Shadow),ground,1.0
Oshawott (Shadow),rock,1.0
Oshawott (Shadow),bug,1.0
Oshawott (Shadow),ghost,1.0
Oshawott (Shadow),steel,0.625
Oshawott (Shadow),fire,0.625
Oshawott (Shadow),water,0.625
Oshawott (Shadow),grass,1.6
Oshawott (Shadow),electric,1.6
Oshawott (Shadow),psychic,1.0
Oshawott (Shadow),ice,0.625
Oshawott (Shadow),dragon,1.0
Oshawott (Shadow),dark,1.0
Oshawott (Shadow),fairy,1.0
Dewott,normal,1.0
Dewott,fighting,1.0
Dewott,flying,1.0
Dewott,poison,1.0
Dewott,ground,1.0
Dewott,rock,1.0
Dewott,bug,1.0
Dewott,ghost,1.0
Dewott,steel,0.625
Dewott,fire,0.625
Dewott,water,0.625
Dewott,grass,1.6
Dewott,electric,1.6
Dewott,psychic,1.0
Dewott,ice,0.625
Dewott,dragon,1.0
Dewott,dark,1.0
Dewott,fairy,1.0
Dewott (Shadow),normal,1.0
Dewott (Shadow),fighting,1.0
Dewott (Shadow),flying,1.0
Dewott (Shadow),poison,1.0
Dewott (Shadow),ground,1.0
Dewott (Shadow),rock,1.0
Dewott (Shadow),bug,1.0
Dewott (Shadow),ghost,1.0
Dewott (Shadow),steel,0.625
Dewott (Shadow),fire,0.625
Dewott (Shadow),water,0.625
Dewott (Shadow),grass,1.6
Dewott (Shadow),electric,1.6
Dewott (Shadow),psychic,1.0
Dewott (Shadow),ice,0.625
Dewott (Shadow),dragon,1.0
Dewott (Shadow),dark,1.0
Dewott (Shadow),fairy,1.0
Samurott,normal,1.0
Samurott,fighting,1.0
Samurott,flying,1.0
Samurott,poison,1.0
Samurott,ground,1.0
Samurott,rock,1.0
Samurott,bug,1.0
Samurott,ghost,1.0
Samurott,steel,0.625
Samurott,fire,0.625
Samurott,water,0.625
Samurott,grass,1.6
Samurott,electric,1.6
Samurott,psychic,1.0
Samurott,ice,0.625
Samurott,dragon,1.0
Samurott,dark,1.0
Samurott,fairy,1.0
Samurott (Hisuian),normal,1.0
Samurott (Hisuian),fighting,1.6
Samurott (Hisuian),flying,1.0
Samurott (Hisuian),poison,1.0
Samurott (Hisuian),ground,1.0
Samurott (Hisuian),rock,1.0
Samurott (Hisuian),bug,1.6
Samurott (Hisuian),ghost,0.625
Samurott (Hisuian),steel,0.625
Samurott (Hisuian),fire,0.625
Samurott (Hisuian),water,0.625
Samurott (Hisuian),grass,1.6
Samurott (Hisuian),electric,1.6
Samurott (Hisuian),psychic,0.391
Samurott (Hisuian),ice,0.625
Samurott (Hisuian),dragon,1.0
Samurott (Hisuian),dark,0.625
Samurott (Hisuian),fairy,1.6
Samurott (Shadow),normal,1.0
Samurott (Shadow),fighting,1.0
Samurott (Shadow),flying,1.0
Samurott (Shadow),poison,1.0
Samurott (Shadow),ground,1.0
Samurott (Shadow),rock,1.0
Samurott (Shadow),bug,1.0
Samurott (Shadow),ghost,1.0
Samurott (Shadow),steel,0.625
Samurott (Shadow),fire,0.625
Samurott (Shadow),water,0.625
Samurott (Shadow),grass,1.6
Samurott (Shadow),electric,1.6
Samurott (Shadow),psychic,1.0
Samurott (Shadow),ice,0.625
Samurott (Shadow),dragon,1.0
Samurott (Shadow),dark,1.0
Samurott (Shadow),fairy,1.0
Patrat,normal,1.0
Patrat,fighting,1.6
Patrat,flying,1.0
Patrat,poison,1.0
Patrat,ground,1.0
Patrat,rock,1.0
Patrat,bug,1.0
Patrat,ghost,0.391
Patrat,steel,1.0
Patrat,fire,1.0
Patrat,water,1.0
Patrat,grass,1.0
Patrat,electric,1.0
Patrat,psychic,1.0
Patrat,ice,1.0
Patrat,dragon,1.0
Patrat,dark,1.0
Patrat,fairy,1.0
Patrat (Shadow),normal,1.0
Patrat (Shadow),fighting,1.6
Patrat (Shadow),flying,1.0
Patrat (Shadow),poison,1.0
Patrat (Shadow),ground,1.0
Patrat (Shadow),rock,1.0
Patrat (Shadow),bug,1.0
Patrat (Shadow),ghost,0.391
Patrat (Shadow),steel,1.0
Patrat (Shadow),fire,1.0
Patrat (Shadow),water,1.0
Patrat (Shadow),grass,1.0
Patrat (Shadow),electric,1.0
Patrat (Shadow),psychic,1.0
Patrat (Shadow),ice,1.0
Patrat (Shadow),dragon,1.0
Patrat (Shadow),dark,1.0
Patrat (Shadow),fairy,1.0
Watchog,normal,1.0
Watchog,fighting,1.6
Watchog,flying,1.0
Watchog,poison,1.0
Watchog,ground,1.0
Watchog,rock,1.0
Watchog,bug,1.0
Watchog,ghost,0.391
Watchog,steel,1.0
Watchog,fire,1.0
Watchog,water,1.0
Watchog,grass,1.0
Watchog,electric,1.0
Watchog,psychic,1.0
Watchog,ice,1.0
Watchog,dragon,1.0
Watchog,dark,1.0
Watchog,fairy,1.0
Watchog (Shadow),normal,1.0
Watchog (Shadow),fighting,1.6
Watchog (Shadow),flying,1.0
Watchog (Shadow),poison,1.0
Watchog (Shadow),ground,1.0
Watchog (Shadow),rock,1.0
Watchog (Shadow),bug,1.0
Watchog (Shadow),ghost,0.391
Watchog (Shadow),steel,1.0
Watchog (Shadow),fire,1.0
Watchog (Shadow),water,1.0
Watchog (Shadow),grass,1.0
Watchog (Shadow),electric,1.0
Watchog (Shadow),psychic,1.0
Watchog (Shadow),ice,1.0
Watchog (Shadow),dragon,1.0
Watchog (Shadow),dark,1.0
Watchog (Shadow),fairy,1.0
Lillipup,normal,1.0
Lillipup,fighting,1.6
Lillipup,flying,1.0
Lillipup,poison,1.0
Lillipup,ground,1.0
Lillipup,rock,1.0
Lillipup,bug,1.0
Lillipup,ghost,0.391
Lillipup,steel,1.0
Lillipup,fire,1.0
Lillipup,water,1.0
Lillipup,grass,1.0
Lillipup,electric,1.0
Lillipup,psychic,1.0
Lillipup,ice,1.0
Lillipup,dragon,1.0
Lillipup,dark,1.0
Lillipup,fairy,1.0
Herdier,normal,1.0
Herdier,fighting,1.6
Herdier,flying,1.0
Herdier,poison,1.0
Herdier,ground,1.0
Herdier,rock,1.0
Herdier,bug,1.0
Herdier,ghost,0.391
Herdier,steel,1.0
Herdier,fire,1.0
Herdier,water,1.0
Herdier,grass,1.0
Herdier,electric,1.0
Herdier,psychic,1.0
Herdier,ice,1.0
Herdier,dragon,1.0
Herdier,dark,1.0
Herdier,fairy,1.0
Stoutland,normal,1.0
Stoutland,fighting,1.6
Stoutland,flying,1.0
Stoutland,poison,1.0
Stoutland,ground,1.0
Stoutland,rock,1.0
Stoutland,bug,1.0
Stoutland,ghost,0.391
Stoutland,steel,1.0
Stoutland,fire,1.0
Stoutland,water,1.0
Stoutland,grass,1.0
Stoutland,electric,1.0
Stoutland,psychic,1.0
Stoutland,ice,1.0
Stoutland,dragon,1.0
Stoutland,dark,1.0
Stoutland,fairy,1.0
Purrloin,normal,1.0
Purrloin,fighting,1.6
Purrloin,flying,1.0
Purrloin,poison,1.0
Purrloin,ground,1.0
Purrloin,rock,1.0
Purrloin,bug,1.6
Purrloin,ghost,0.625
Purrloin,steel,1.0
Purrloin,fire,1.0
Purrloin,water,1.0
Purrloin,grass,1.0
Purrloin,electric,1.0
Purrloin,psychic,0.391
Purrloin,ice,1.0
Purrloin,dragon,1.0
Purrloin,dark,0.625
Purrloin,fairy,1.6
Purrloin (Shadow),normal,1.0
Purrloin (Shadow),fighting,1.6
Purrloin (Shadow),flying,1.0
Purrloin (Shadow),poison,1.0
Purrloin (Shadow),ground,1.0
Purrloin (Shadow),rock,1.0
Purrloin (Shadow),bug,1.6
Purrloin (Shadow),ghost,0.625
Purrloin (Shadow),steel,1.0
Purrloin (Shadow),fire,1.0
Purrloin (Shadow),water,1.0
Purrloin (Shadow),grass,1.0
Purrloin (Shadow),electric,1.0
Purrloin (Shadow),psychic,0.391
Purrloin (Shadow),ice,1.0
Purrloin (Shadow),dragon,1.0
Purrloin (Shadow),dark,0.625
Purrloin (Shadow),fairy,1.6
Liepard,normal,1.0
Liepard,fighting,1.6
Liepard,flying,1.0
Liepard,poison,1.0
Liepard,ground,1.0
Liepard,rock,1.0
Liepard,bug,1.6
Liepard,ghost,0.625
Liepard,steel,1.0
Liepard,fire,1.0
Liepard,water,1.0
Liepard,grass,1.0
Liepard,electric,1.0
Liepard,psychic,0.391
Liepard,ice,1.0
Liepard,dragon,1.0
Liepard,dark,0.625
Liepard,fairy,1.6
Liepard (Shadow),normal,1.0
Liepard (Shadow),fighting,1.6
Liepard (Shadow),flying,1.0
Liepard (Shadow),poison,1.0
Liepard (Shadow),ground,1.0
Liepard (Shadow),rock,1.0
Liepard (Shadow),bug,1.6
Liepard (Shadow),ghost,0.625
Liepard (Shadow),steel,1.0
Liepard (Shadow),fire,1.0
Liepard (Shadow),water,1.0
Liepard (Shadow),grass,1.0
Liepard (Shadow),electric,1.0
Liepard (Shadow),psychic,0.391
Liepard (Shadow),ice,1.0
Liepard (Shadow),dragon,1.0
Liepard (Shadow),dark,0.625
Liepard (Shadow),fairy,1.6
Pansage,normal,1.0
Pansage,fighting,1.0
Pansage,flying,1.6
Pansage,poison,1.6
Pansage,ground,0.625
Pansage,rock,1.0
Pansage,bug,1.6
Pansage,ghost,1.0
Pansage,steel,1.0
Pansage,fire,1.6
Pansage,water,0.625
Pansage,grass,0.625
Pansage,electric,0.625
Pansage,psychic,1.0
Pansage,ice,1.6
Pansage,dragon,1.0
Pansage,dark,1.0
Pansage,fairy,1.0
Simisage,normal,1.0
Simisage,fighting,1.0
Simisage,flying,1.6
Simisage,poison,1.6
Simisage,ground,0.625
Simisage,rock,1.0
Simisage,bug,1.6
Simisage,ghost,1.0
Simisage,steel,1.0
Simisage,fire,1.6
Simisage,water,0.625
Simisage,grass,0.625
Simisage,electric,0.625
Simisage,psychic,1.0
Simisage,ice,1.6
Simisage,dragon,1.0
Simisage,dark,1.0
Simisage,fairy,1.0
Pansear,normal,1.0
Pansear,fighting,1.0
Pansear,flying,1.0
Pansear,poison,1.0
Pansear,ground,1.6
Pansear,rock,1.6
Pansear,bug,0.625
Pansear,ghost,1.0
Pansear,steel,0.625
Pansear,fire,0.625
Pansear,water,1.6
Pansear,grass,0.625
Pansear,electric,1.0
Pansear,psychic,1.0
Pansear,ice,0.625
Pansear,dragon,1.0
Pansear,dark,1.0
Pansear,fairy,0.625
Simisear,normal,1.0
Simisear,fighting,1.0
Simisear,flying,1.0
Simisear,poison,1.0
Simisear,ground,1.6
Simisear,rock,1.6
Simisear,bug,0.625
Simisear,ghost,1.0
Simisear,steel,0.625
Simisear,fire,0.625
Simisear,water,1.6
Simisear,grass,0.625
Simisear,electric,1.0
Simisear,psychic,1.0
Simisear,ice,0.625
Simisear,dragon,1.0
Simisear,dark,1.0
Simisear,fairy,0.625
Panpour,normal,1.0
Panpour,fighting,1.0
Panpour,flying,1.0
Panpour,poison,1.0
Panpour,ground,1.0
Panpour,rock,1.0
Panpour,bug,1.0
Panpour,ghost,1.0
Panpour,steel,0.625
Panpour,fire,0.625
Panpour,water,0.625
Panpour,grass,1.6
Panpour,electric,1.6
Panpour,psychic,1.0
Panpour,ice,0.625
Panpour,dragon,1.0
Panpour,dark,1.0
Panpour,fairy,1.0
Simipour,normal,1.0
Simipour,fighting,1.0
Simipour,flying,1.0
Simipour,poison,1.0
Simipour,ground,1.0
Simipour,rock,1.0
Simipour,bug,1.0
Simipour,ghost,1.0
Simipour,steel,0.625
Simipour,fire,0.625
Simipour,water,0.625
Simipour,grass,1.6
Simipour,electric,1.6
Simipour,psychic,1.0
Simipour,ice,0.625
Simipour,dragon,1.0
Simipour,dark,1.0
Simipour,fairy,1.0
Munna,normal,1.0
Munna,fighting,0.625
Munna,flying,1.0
Munna,poison,1.0
Munna,ground,1.0
Munna,rock,1.0
Munna,bug,1.6
Munna,ghost,1.6
Munna,steel,1.0
Munna,fire,1.0
